Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Lito Coen,https://www.crunchbase.com/person/lito-coen,Individual/Angel,3,,"Berlin, Berlin, Germany",,Lito Coen is the founder of Cryptotesters,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/emanuelcoen/,3,,
Meir Barel,https://www.crunchbase.com/person/dr-meir-barel,Individual/Angel,3,,"München, Bayern, Germany",Seed,Dr. Barel functions as STAR's Principal Managing Partner and has been engaged in the international venture capital business for the past 20 ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/meir-barel-6941171a,2,,
Alexander Brand,https://www.crunchbase.com/person/alexander-brand,"Individual/Angel, Investment Partner",3,1,"Munich, Bayern, Germany",Seed,"Alexander Brand is a co-founder and the managing director of [Windeln.de](https://www.crunchbase.com/organization/windeln-de#/entity), an on...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/brandalexander/,3,,
Wolfgang Heigl,https://www.crunchbase.com/person/wolfgang-heigl,"Individual/Angel, Investment Partner",3,1,"Munich, Bayern, Germany",Seed,Wolfgang founded NFQ back in 2002 – originally purely as a technology company to support his various ventures. He has found success as bo...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/wolfgang-heigl-26813953/,3,,
Marcus Diekmann,https://www.crunchbase.com/person/marcus-diekmann,Individual/Angel,3,,"Coesfeld, Nordrhein-Westfalen, Germany",,Marcus Diekmann,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marcus-diekmann/,3,,
Jenny Saft,https://www.crunchbase.com/person/jenny-saft,Individual/Angel,3,,"Berlin, Berlin, Germany",,Jenny Saft is the Co-Founder and Managing Director at OVIAVO. She attended Hult International Business School during 2013 - 2014.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jennysaft,3,,
Philipp Magin,https://www.crunchbase.com/person/philipp-magin,Individual/Angel,3,1,"Berlin, Berlin, Germany",Seed,Philipp Magin is the Founder and Group Managing Director of The Sublime Group and Founder and Managing Partner of Prime Properties Group. He...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/philippmagin,2,,
Peter Lindholm,https://www.crunchbase.com/person/peter-lindholm,Individual/Angel,3,,"Berlin, Berlin, Germany",,Peter Lindholm is COO and co-founder at Frontier Car Group. He was formally working within Kinnevik companies for last 6 years. He managed t...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lindholmpeter/,3,,
Philipp Herkelmann,https://www.crunchbase.com/person/philipp-herkelmann,"Individual/Angel, Investment Partner",3,,"Berlin, Berlin, Germany","Convertible Note, Early Stage Venture, Secondary Market, Seed","Philipp Herkelmann is Partner at Entrepreneur First. Previous at X-The Moonshot factory in Palo Alto (US) , Google in Berlin (DE) & Dublin (...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/philipp-herkelmann-5238742b/?originalSubdomain=de,3,,
Bela Seebach,https://www.crunchbase.com/person/bela-seebach,Individual/Angel,3,1,"Düsseldorf, Nordrhein-Westfalen, Germany",,Bela Seebach is the Co-Founder of JustSpices.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/b%C3%A9la-claudius-seebach-b79b39b4/,3,,
Tim Seithe,https://www.crunchbase.com/person/tim-seithe,Individual/Angel,3,,"Berlin, Germany, Europe",,Tim Seithe - Founder & CEO @ Tillhub,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/seithe,3,,
Daniel Kuhagen,https://www.crunchbase.com/person/daniel-kuhagen,Individual/Angel,3,,"Munich, Bayern, Germany",Seed,Daniel Kuhagen - Investment Professional @ Paragon Partners,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/danielkuhagen,2,,
Tim-Hendrik Meyer,https://www.crunchbase.com/person/tim-hendrik-meyer,Individual/Angel,3,,"Berlin, Berlin, Germany",Seed,"Tim-Hendrik Meyer is the CEO of Watchmaster. Before that, he was the Co-Founder and CPO of Quandoo.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/timhendrikmeyer,3,,
Kajetan Uhlig,https://www.crunchbase.com/person/kai-uhlig,Individual/Angel,3,,"Munich, Bayern, Germany",,Kajetan Uhlig,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://userlane.com,https://www.linkedin.com/in/kuhlig/,3,,
Marc Müller,https://www.crunchbase.com/person/marc-müller-60da,Individual/Angel,3,,"Berlin, Berlin, Germany",,Marc Müller,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marc-müller-866011103/,3,,
Ronny Lange,https://www.crunchbase.com/person/ronny-lange,Individual/Angel,3,1,"Berlin, Berlin, Germany",Seed,Ronny Lange is the Co-Founder and Managing Director at SUBLIME Group and the Founding Partner and Managing Director of Prime Properties Grou...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ronny-lange-4103b79b,2,,
Taavi Madiberk,https://www.crunchbase.com/person/taavi-madiberk,Individual/Angel,3,,"Dresden, Sachsen, Germany",,"Taavi Madiberk is the Co-Founder and Chief Executive Officer at Skeleton Technologies. His business development, sales and marketing and com...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/madiberk,3,,
Björn Kolbmüller,https://www.crunchbase.com/person/bjorn-kolbmuller,Individual/Angel,3,,"Berlin, Berlin, Germany",,"Björn Kolbmüller is co-founder and managing director of zenloop, a SaaS platform for feedback mgmt. using the Net Promoter System (NPS) meth...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/kolbmueller/,3,,
Ralph Muller,https://www.crunchbase.com/person/ralph-muller-749e,Individual/Angel,3,,"Frankfurt, Hessen, Germany",,Ralph Muller is the Ex-Deutsche Bank Board Member and Oxygen investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dr-ralph-m%C3%BCller-b27728150,2,,
Johannes von Borries,https://www.crunchbase.com/person/johannes-von-borries,"Individual/Angel, Investment Partner",3,1,"Munich, Bayern, Germany","Early Stage Venture, Seed",Johannes loves to see new technologies and products entering the market. One of his most memorable moments was the day when he received the ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/johannes-von-borries-8b62b,3,2,
Kiana Mardi,https://www.crunchbase.com/person/kiana-mardi,"Individual/Angel, Investment Partner",3,1,"Munich, Bayern, Germany","Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture","Kiana Mardi has been Investment Director at ALSTIN II since 2017. From 2015 to 2016, with her in-depth expertise in company building, she w...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://alstin.vc,https://www.linkedin.com/in/kiana-mardi-7a401a7/,3,,
Helmut Hoffer von Ankershoffen,https://www.crunchbase.com/person/helmut-hoffer-von-ankershoffen,Individual/Angel,3,,"Berlin, Berlin, Germany",Seed,"Helmut Hoffer von Ankershoffen was born the 30th of September 1973 in Weinheim, a small town near Heidelberg, Germany given the name Helmut ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://helmut.hoffer-von-ankershoffen.me/,https://www.linkedin.com/in/helmut-hoffer-von-ankershoffen,3,1,
Sascha Weiler,https://www.crunchbase.com/person/sascha-weiler,Individual/Angel,3,,"Berlin, Berlin, Germany",Seed,Sascha Weiler,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/saschaweiler1,3,,
Nicolas Kipp,https://www.crunchbase.com/person/nicolas-kipp,Individual/Angel,3,,"Berlin, Berlin, Germany",,"Nicolas Kipp is a FinTech founder and investor, based in Berlin. He co-founded Banxware (leading embedded lending provider) and scaled Ratep...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/nicolaskipp/,3,,
Norbert Neef,https://www.crunchbase.com/person/norbert-neef-c8e9,"Individual/Angel, Investment Partner",3,,"Berlin, Berlin, Germany",,Norbert Neef,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/norbert-neef-profile,3,,
Robert Haselsteiner,https://www.crunchbase.com/person/robert-haselsteiner,"Individual/Angel, Investment Partner",3,1,"Munich, Bayern, Germany",,Mr. Robert Haselsteiner Founded HW Capital GmbH in late 2011. He also serves as a Managing Director at HW Capital GmbH.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,3,,
Gisbert Ruehl,https://www.crunchbase.com/person/gisbert-ruehl,Individual/Angel,3,,"Munich, Bayern, Germany",,"Studies in Industrial Engineering, Hamburg University. 1987, Management Consultant, Roland Berger & Partner; top management positions in IT,...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/gisbert-ruehl,3,,
Yoni Goldwasser,https://www.crunchbase.com/person/yoni-goldwasser,Individual/Angel,3,,"Berlin, Berlin, Germany","Early Stage Venture, Seed","Princeton, Harvard, MIT, BCG >> corporate, consulting, entrepreneurship, venture development, VC Live in Berlin AI + Healthcare = Magic","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/yonigoldwasser/,3,,
Stefan Hammann,https://www.crunchbase.com/person/stefan-hammann-476a,Individual/Angel,3,,"Schöppingen, Nordrhein-Westfalen, Germany",,Stefan Hamann is the CEO of Shopware.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.shopware.com,https://www.linkedin.com/in/stefan-hamann,3,,
Miguel Encarnacion,https://www.crunchbase.com/person/miguel-encarnacion,"Individual/Angel, Investment Partner",3,,"Berlin, Berlin, Germany",,Miguel Encarnacion,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/miguelencarnacion/,3,,
Johannes Sass,https://www.crunchbase.com/person/johannes-sass,Individual/Angel,3,,"Hamburg, Hamburg, Germany",,Johannes Sass - Shareholder @ Bluenini,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/johannes-sass-52b3a0a6/?ppe=1,3,,
Mats Diedrichsen,https://www.crunchbase.com/person/mats-diedrichsen,Individual/Angel,3,1,"Berlin, Berlin, Germany",,Mats Diedrichsen joined Delivery Hero in January 2015 as Chief Marketing Officer. Mats is responsible for all marketing activities globally....,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/matsdiedrichsen,3,,
Andy Booke,https://www.crunchbase.com/person/andreas-booke,Individual/Angel,3,,"Düsseldorf, Nordrhein-Westfalen, Germany",,Andy Booke,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/andybooke/,3,1,
Efe Duran Sarikaya,https://www.crunchbase.com/person/efe-duran-sarikaya,"Individual/Angel, Investment Partner",3,,"Düsseldorf, Nordrhein-Westfalen, Germany",,Efe Duran Sarikaya,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/duran-sarikaya/,3,1,
Dirk Graber,https://www.crunchbase.com/person/dirk-graber,Individual/Angel,3,,"Berlin, Berlin, Germany",Seed,"Dirk Graber studied business administration in Marburg, Hong Kong, Moscow and Leipzig, graduating from the Leipzig Graduate School of Manage...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dirkgraber/,2,,
Jana Hecker,https://www.crunchbase.com/person/jana-hecker,Individual/Angel,3,1,"Berlin, Berlin, Germany",Seed,Jana Hecker,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,3,,
Karl-Theodor zu Guttenberg,https://www.crunchbase.com/person/karl-theodor-guttenberg,Individual/Angel,3,1,"Germany, Europe",Seed,Karl-Theodor zu Guttenberg is a Member of the Board at Edelman. He attended the University of Southampton.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/karl-theodor-kt-zu-guttenberg-22594b68,3,,
Björn Bauermeister,https://www.crunchbase.com/person/björn-bauermeister,Individual/Angel,3,,"Leipzig, Sachsen, Germany",,"Björn Bauermeister is the co-founder and Co-Founder & General Partner at Smart Infrastructure Ventures.Bjoern Bauermeister, CFA attended Leu...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/bjoern-bauermeister-cfa-1711b622/,1,,
Anna Kaiser,https://www.crunchbase.com/person/anna-kaiser-jana-tepe,Individual/Angel,3,1,"Berlin, Berlin, Germany",,Anna Kaiser is the Co-Founder and Co-CEO at Tandemploy.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/kaiseranna,3,,
Mike G,https://www.crunchbase.com/person/mike-g,Individual/Angel,3,,"Starnberg, Bayern, Germany",,Mike G,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,3,,
Niklas Plath,https://www.crunchbase.com/person/niklas-plath,Individual/Angel,3,,"Münster, Nordrhein-Westfalen, Germany",,Niklas Plath,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/niklas-plath-61402962/,3,,
Michal Jarocki,https://www.crunchbase.com/person/michal-jarocki,Individual/Angel,3,,"Frankfurt, Hessen, Germany",,Michal Jarocki,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michal-jarocki/,3,,
Robert Ermich,https://www.crunchbase.com/person/robert-ermich,Individual/Angel,3,,"Berlin, Berlin, Germany",,"Robert Ermich is the Founder and CEO of OnTruck.eu. He attended WHU's Otto Beisheim School of Management, the University of San Diego, and I...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/robertermich/,3,,
Reiner Mauch,https://www.crunchbase.com/person/reiner-mauch,Individual/Angel,3,,"Munich, Bayern, Germany",Seed,Reiner Mauch - Owner @ Zeltverleih Mauch,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/reinermauch,3,,
Alexander Weber,https://www.crunchbase.com/person/alexander-weber-2,Individual/Angel,3,,"Berlin, Berlin, Germany",,Alexander WEber is the Chief Growth Officer at N26.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/alexander-weber-83852aa1/,3,,
Jan Kemper,https://www.crunchbase.com/person/jan-kemper,Individual/Angel,3,,"Berlin, Berlin, Germany",,Dr. Kemper is the Managing Director and Chief Financial Officer of Omio. He is also an Assistant Professor at RWTH Aachen University and Inh...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jankemper/,3,,
Carl Zitscher,https://www.crunchbase.com/person/carl-zitscher,Individual/Angel,3,,"Hamburg, Hamburg, Germany",,Carl Frederic Zitscher currently works as the Co-Founder and Managing Director for SixVenture GmbH. He Previously worked at Ingenico Payment...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/carl-frederic-zitscher-3053971,2,,
Mirko Caspar,https://www.crunchbase.com/person/mirko-caspar-ph-d,Individual/Angel,3,1,"Berlin, Berlin, Germany",,"Mirko finds that through doing strong, data driven market research he has been able to drill into the core target group as Mr. Spex, thus im...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/mirko-dr-caspar-9693102/,3,,
Hubertus Bessau,https://www.crunchbase.com/person/hubertus-bessau-90ed,Individual/Angel,3,1,"Berlin, Berlin, Germany",,Hubertus Bessau is the Co-Founder of mymuesli.com. Hubertus attended University of Passau.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/hubertus,3,,
Marco Reinbold,https://www.crunchbase.com/person/marco-reinbold,Individual/Angel,3,,"Offenburg, Baden-Wurttemberg, Germany",,Marco Reinbold - CTO @ sevDesk,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marco-reinbold-545317138/,3,,
Stephan Schubert,https://www.crunchbase.com/person/stephan-schubert,"Individual/Angel, Investment Partner",3,2,"Cologne, Nordrhein-Westfalen, Germany",Seed,Stephan Schubert works as a Managing Partner at STS Ventures,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stephanschubert1,3,1,
Dr. Burkhard Schwenker,https://www.crunchbase.com/person/dr-burkhard-schwenker,Individual/Angel,3,1,"Germany, Europe",Seed,Dr. Burkhard Schwenker - Managing Director @ pflege.de,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/burkhardschwenker,3,1,
Randolf Schürmann,https://www.crunchbase.com/person/randolf-schürmann,Individual/Angel,3,,"Cologne, Nordrhein-Westfalen, Germany",,Randolf Schürmann is an Angel Investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/randolf-schuermann/,3,,
Felix Brosius,https://www.crunchbase.com/person/felix-brosius,Individual/Angel,3,,"Hamburg, Hamburg, Germany",,Felix Brosius - Founder & CEO @ FX Ventures,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/felix-brosius-81581523/,3,,
Lucas von Fürstenberg,https://www.crunchbase.com/person/lucas-von-fürstenberg,Individual/Angel,3,,"Schmallenberg, Nordrhein-Westfalen, Germany",,Lucas von Fürstenberg serves as head of the Freiherr von Fürstenberg'sche Forstverwaltung forest administration based in Sauerland.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lucasvonfuerstenberg/,3,,
Edgar Berger,https://www.crunchbase.com/person/edgar-berger,Individual/Angel,3,2,"Potsdam, Brandenburg, Germany",Seed,"Edgar Berger is the current Chief Executive Officer of AutoScout24. He previously worked at St John's College, Cambridge as a Fellow Commone...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/edgar-berger-19944a151,3,,
Michael Oschmann,https://www.crunchbase.com/person/michael-oschmann,"Individual/Angel, Investment Partner",3,1,"Nuremberg, Bayern, Germany",Seed,Michael Oschmann - CEO @ Müller Medien,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michaeloschmann,3,1,
Nils Winkler,https://www.crunchbase.com/person/nils-winkler,Individual/Angel,3,2,"Hamburg, Hamburg, Germany",,Nils Winkler,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.winkler.io,https://www.linkedin.com/in/nilswinkler/,3,,
Valentin Stalf,https://www.crunchbase.com/person/valentin-stalf,Individual/Angel,3,,"Berlin, Berlin, Germany",,"Valentin Stalf is co-founder and CEO of N26. In 2013 he founded N26 with his longtime friend Maximilian Tayenthal. Back then already, both s...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/valentin-s-9835144a/,3,,
Stephan Schuller,https://www.crunchbase.com/person/stephan-schuller-4aa8,Individual/Angel,3,,"Hamburg, Hamburg, Germany","Early Stage Venture, Seed",Stephan Schuller,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stephan-schuller-7b1b5145/,1,2,
Alexander El Gammal,https://www.crunchbase.com/person/alexander-el-gammal,Individual/Angel,3,,"Hamburg, Hamburg, Germany",Seed,Alexander El Gammal,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dr-med-alexander-t-el-gammal-85b967a7,1,,
Nils Wilde,https://www.crunchbase.com/person/nils-wilde,Individual/Angel,3,,"Germany, Europe",,Nils Wilde,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,3,,
Benjamin Roos,https://www.crunchbase.com/person/benjamin-roos,Individual/Angel,3,1,"Cologne, Nordrhein-Westfalen, Germany",Seed,Benjamin Roos,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://benjaminroos.de/,https://www.linkedin.com/in/benjamin-florian-roos/,2,,
Stephan Berendsen,https://www.crunchbase.com/person/stephan-berendsen,Individual/Angel,3,,"Munich, Bayern, Germany",,Stephan Berendsen is a Founder and Managing Director of Germany-based Berendsen Holding GmbH.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stephanberendsen,3,,
Wolfram Conen,https://www.crunchbase.com/person/prof-dr-wolfram-conen,Individual/Angel,3,1,"Gelsenkirchen, Nordrhein-Westfalen, Germany",Seed,Wolfram Conen - Professor @ University of Münster,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Angelika Mintrop-Aengevelt,https://www.crunchbase.com/person/angelika-mintrop-aengevelt,Individual/Angel,3,,"Cologne, Nordrhein-Westfalen, Germany",Seed,Angelika Mintrop-Aengevelt,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/angelika-mintrop-aengevelt-76763675,1,,
Ihab Hinnawi,https://www.crunchbase.com/person/ihab-hinnawi,Individual/Angel,3,,"Jordan, Schleswig-Holstein, Germany",Seed,Ihab Hinnawi,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ihab-hinnawi-2448242,3,,
Thomas Weidner,https://www.crunchbase.com/person/thomas-weidner,Individual/Angel,3,,"Hamburg, Hamburg, Germany",,Thomas Weidner,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/thomas-weidner-584a6a2/,1,1,
Tobias Schuett,https://www.crunchbase.com/person/tobias-schuett,Individual/Angel,3,,"Hamburg, Hamburg, Germany",,Tobias Schuett is the CEO at DZ-4.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/tobias-schuett-0aaa6b55,3,,
Oliver Flaskamper,https://www.crunchbase.com/person/oliver-flaskämper,Individual/Angel,3,,"Bielefeld, Nordrhein-Westfalen, Germany",,Oliver Flaskämper is an angel investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/oliver-flask%C3%A4mper-22a04518,2,1,
Christian Mangstl,https://www.crunchbase.com/person/christian-mangstl,Individual/Angel,3,1,"Berlin, Berlin, Germany",,Christian Mangstl is Chief Executive Officer of Scout24 Schweiz AG.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,1,,
Ingo Baumann,https://www.crunchbase.com/person/ingo-baumann,Individual/Angel,3,,"Cologne, Nordrhein-Westfalen, Germany",,Dr. Ingo Baumann is a founding partner of BHO Legal. He specializes in national and European high technology and research projects. His clie...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.bho-legal.com/en/team-bho/baumann/,,1,,
Jochen Krisch,https://www.crunchbase.com/person/jochen-krisch,Individual/Angel,3,,"Munich, Bayern, Germany",,JOCHEN KRISCH is an independent web analyst and strategy consultant with the retail and media industry. He founded Exciting Commerce in 2001...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jochen-krisch-8a8a3514/,3,,
Jonathan Teklu,https://www.crunchbase.com/person/jonathan-teklu,Individual/Angel,2,,"Berlin, Germany, Europe",,Jonathan Teklu is the Venture Partner at CREANDUM. Jonathan Teklu attended WHU – Otto Beisheim School of Management.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jonathanteklu/,2,,
Maximilian Wühr,https://www.crunchbase.com/person/maximilian-wühr-d2b7,Individual/Angel,2,,"Munich, Bayern, Germany",,Maximilian Wühr - Co-Founder & CEO @ FINN,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/maximilian-wuehr/,1,,
Frank Schmidt,https://www.crunchbase.com/person/frank-schmidt-addd,Individual/Angel,2,,"Niedersachsen, Germany, Europe","Debt, Private Equity",Frank Schmidt,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,1,
Bruce Pon,https://www.crunchbase.com/person/bruce-pon,Individual/Angel,2,,"Berlin, Berlin, Germany",,Bruce Pon is the Founder and Board Member of Ocean Protocol. He previously worked at World Economic Forum as a Global Innovator - Technology...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ponbruce,2,1,
Jochen Engert,https://www.crunchbase.com/person/jochen-engert,Individual/Angel,2,,"Munich, Bayern, Germany",,Jochen Engert - Founder & CEO @ FlixBus,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jochen-engert-61a4a31/,2,,
Uwe Horstmann,https://www.crunchbase.com/person/uwe-horstmann,"Individual/Angel, Investment Partner",2,2,"Berlin, Berlin, Germany",Seed,"Invests in Seed & Series A startups (ticket size 1m - 7m EUR), focused on Europe and US. B2C and B2B. You can reach me on uwe@project-a.com....","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/uwehorstmann/,2,,
Brian Fabian Crain,https://www.crunchbase.com/person/brian-fabian-crain,Individual/Angel,2,,"Berlin, Berlin, Germany",,Brian Fabian Crain is a Berlin-based economist and entrepreneur. He is the founder and co-host of the blockchain podcast Epicenter (250+ epi...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/bfcrain,2,,
Anton Rummel,https://www.crunchbase.com/person/anton-rummel,Individual/Angel,2,,"Berlin, Berlin, Germany",,Anton Rummel is the Co-Founder of Moss. He previously worked at Global Founders Capital as a Partner. Anton Rummel attended WU (Vienna Unive...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/antonrummel,2,,
Ferry Heilemann,https://www.crunchbase.com/person/ferry-heilemann,"Individual/Angel, Investment Partner",2,,"Berlin, Germany, Europe",,"Ferry Heilemann is a Co-Founder and Partner at AENU. He previously co-founded Forto, DailyDeal and Leaders for Climate Action. Ferry attende...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ferry-heilemann-79906b64,2,,
Marc Samwer,https://www.crunchbase.com/person/marc-samwer,Individual/Angel,2,,"Berlin, Berlin, Germany",Seed,Marc Samwer is the Co-Founder of Founders Forum. He previously worked at cleverbridge as a Supervisory Board Member. Marc Samwer attended th...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/msamwer,1,,
Pawel Chudzinski,https://www.crunchbase.com/person/pawel-chudzinski,"Individual/Angel, Investment Partner",2,,"Berlin, Germany, Europe",Seed,"Pawel Chudzinski was a co-founder and partner at Team Europe where he led Team Europe’s investment activities.  Prior to that, Pawel worked...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/pchudzinski,2,,
Paolo Negri,https://www.crunchbase.com/person/paolo-negri,Individual/Angel,2,1,"Berlin, Berlin, Germany",,Paolo Negri is a technical expert in cloud-based services and APIs. He co-founded Contentful after 10 years in the international I.T. indust...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/panegri/,2,,
Kai Hesselmann,https://www.crunchbase.com/person/kai-hesselmann,Individual/Angel,2,,"Hamburg, Hamburg, Germany",,Kai Hesselmann,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,2,,
Roman Schumacher,https://www.crunchbase.com/person/roman-schumacher,Individual/Angel,2,,"Germany, Europe",,"Roman has started his entrepreneurial career with building websites for small businesses during high school. Following this interest, he stu...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/romanschumacher,2,,
