Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Timechain,https://www.crunchbase.com/organization/timechain-f403,Venture Capital,11,,"London, England, United Kingdom","Early Stage Venture, Seed",Timechain is a venture capital fund devoted to Bitcoin infrastructure projects.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://timechain.concentric.vc,https://www.linkedin.com/company/timechainbtc,9,,
Columna Capital,https://www.crunchbase.com/organization/columna-capital,"Private Equity Firm, Venture Capital",11,3,"London, England, United Kingdom","Late Stage Venture, Private Equity",It has to-date invested on a deal-by-deal basis,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.columnacapital.com/index.html,https://www.linkedin.com/company/columna-capital,9,8,
Razor Capital,https://www.crunchbase.com/organization/razor-capital,Venture Capital,11,,"London, England, United Kingdom",Early Stage Venture,Razor Capital is a venture capital and investment management firm,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://razorcap.co/,https://www.linkedin.com/company/razor-capital,9,4,
Centricus,https://www.crunchbase.com/organization/centricus,Venture Capital,11,4,"London, England, United Kingdom",Early Stage Venture,"Centricus is a global investment platform that focuses on Advisory, Private Equity, and Asset Management.","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.centricus.com,https://www.linkedin.com/company/centricus/about/,10,7,3
Thairm Bio,https://www.crunchbase.com/organization/thairm-bio,Venture Capital,11,,"Edinburgh, Edinburgh, City of, United Kingdom","Early Stage Venture, Seed, Venture",Thairm Bio is a Trust that invests in early-stage life science companies.,"Europe, Middle East, and Africa (EMEA)",,,,,5,5,
Hayfin Capital Management,https://www.crunchbase.com/organization/hayfin-capital-management,"Private Equity Firm, Venture Capital, Venture Debt",11,7,"London, England, United Kingdom",,Hayfin Capital Management is an independent investment firm that offers lending solutions to European middle-market companies.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://hayfin.com/,https://www.linkedin.com/company/hayfin/,10,8,4
Black Green Capital,https://www.crunchbase.com/organization/black-green-capital,Venture Capital,11,3,"London, England, United Kingdom","Early Stage Venture, Non Equity Assistance, Private Equity, Seed","Black Green Capital is a venture capital firm focused on investments in internet, communication, and underperforming companies.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.blackgreencapital.com/,https://www.linkedin.com/company/black-green-capital/,11,1,
NCL Technology Ventures,https://www.crunchbase.com/organization/ncl,Venture Capital,11,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",NCL Technology Ventures invests transformational equity capital in entrepreneurs who have truly innovative technologies in healthcare,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://nclim.co.uk/,https://www.linkedin.com/company/ncl-technology-ventures/,10,5,1
Apex Black,https://www.crunchbase.com/organization/apex-black,Venture Capital,11,,"London, England, United Kingdom","Early Stage Venture, Seed","We are serial founders backing fellow founders with capital, connections and expertise.","Europe, Middle East, and Africa (EMEA)",,,https://apex.black,https://www.linkedin.com/company/apexblack,9,2,
Climate VC,https://www.crunchbase.com/organization/potential-climate-ventures,Venture Capital,11,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","Climate VC helps to find, foster and fund innovative startups to have a global and gigatonne-scale impact on the climate.","Europe, Middle East, and Africa (EMEA)",2021-01-01,month,https://climate.vc/,https://www.linkedin.com/company/climate-vc/,10,4,
Good Soil VC,https://www.crunchbase.com/organization/good-soil-vc,Venture Capital,11,,"London, England, United Kingdom","Early Stage Venture, Seed",GOODsoil VC is an early stage venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.goodsoilvc.com/,https://www.linkedin.com/company/good-soil-venture-capital/,10,2,
Game Tech Ventures,https://www.crunchbase.com/organization/game-tech-ventures,Venture Capital,11,,"London, England, United Kingdom",Early Stage Venture,Game Tech Ventures is a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",,,https://gametechventures.com/,https://www.linkedin.com/company/gametechventures/,8,3,
Venturian Funding & Investment Group,https://www.crunchbase.com/organization/venturian-funding-investment-group,"Family Investment Office, Venture Capital",11,,"Wakefield, Wakefield, United Kingdom","Early Stage Venture, Seed, Venture",Venturian Funding & Investment Group is a private family-owned funding and investment group.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://venturian.info/,https://www.linkedin.com/company/venturian-funding-investment-group/,10,5,
Encore Capital,https://www.crunchbase.com/organization/encore-capital,"Entrepreneurship Program, Venture Capital",11,2,"London, England, United Kingdom",Early Stage Venture,Encore Capital is UK private equity company that focuses on backing entrepreneurial growth businesses.,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://encorecapital.co.uk,https://www.linkedin.com/company/encore-capital-llp,10,6,
Capitoria,https://www.crunchbase.com/organization/capitoria,Venture Capital,11,,"Mayfair, Westminster, United Kingdom","Early Stage Venture, Seed",Capitoria is a venture capital firm that was founded in 2017.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://capitoria.com,https://www.linkedin.com/company/capitorialtd,11,,
Andurance Ventures,https://www.crunchbase.com/organization/andurance-ventures-llp,Venture Capital,11,3,"London, England, United Kingdom","Early Stage Venture, Venture",Andurance Ventures is an independent technology venture capital firm based in London.,"Europe, Middle East, and Africa (EMEA)",2012-06-01,month,http://www.anduranceventures.com/,https://www.linkedin.com/company/3062931,10,3,
Bray Capital,https://www.crunchbase.com/organization/bray-capital,Venture Capital,11,,"London, England, United Kingdom",Early Stage Venture,"Bray Capital is a supportive lead investor, with a strong preference for owner-managed businesses.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.braycapital.com,https://www.linkedin.com/company/bray-capital-limited/,11,1,
Monday Capital,https://www.crunchbase.com/organization/monday-capital-daf9,Venture Capital,11,1,"London, England, United Kingdom","Early Stage Venture, Seed",We are more than just a VC we help catapult ideas into corporates fast and we mean fast,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://monday-capital.com,https://www.linkedin.com/company/mondaycapital,10,,
ARKN Ventures,https://www.crunchbase.com/organization/arkn-ventures,Venture Capital,11,,"London, England, United Kingdom","Early Stage Venture, Seed",ARKN Ventures is a research-focused blockchain advisory service.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://arkn.io/,https://www.linkedin.com/company/77877758/,11,,
Technology Venture Partners,https://www.crunchbase.com/organization/south-west-ventures-fund,Venture Capital,11,2,"Bristol, Bristol, City of, United Kingdom","Early Stage Venture, Late Stage Venture, Venture",Technology Venture Partners caters to SME companies in South West England and is based in Bristol.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.techvp.co.uk,https://www.linkedin.com/company/technology-venture-partners-llp,7,3,
European Equity Partners,https://www.crunchbase.com/organization/european-equity-partners,Venture Capital,11,4,"London, England, United Kingdom",Early Stage Venture,European Equity Partners provides capital to high-growth companies in Northern Europe who are looking for external funding.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.eeplp.com,,6,4,
Kings Park Capital,https://www.crunchbase.com/organization/kings-park-capital,"Private Equity Firm, Venture Capital",11,3,"London, England, United Kingdom","Private Equity, Venture","Kings Park Capital (“KPC”) is an independent lower mid-market private equity investment firm, owned by its partners.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.kingsparkcapital.com/,https://www.linkedin.com/company/kings-park-capital-llp,11,6,
NetScientific PLC,https://www.crunchbase.com/organization/netscientific,Venture Capital,11,2,"London, England, United Kingdom",,"Investment and commercialisation group with an international portfolio of innovative life science, sustainability and technology companies.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://netscientific.net,https://www.linkedin.com/company/990335,7,4,
Ignite Social Enterprise,https://www.crunchbase.com/organization/ignite-social-enterprise,Venture Capital,11,1,"Windsor, Windsor and Maidenhead, United Kingdom",,Ignite Social Enterprise is the UK’s first impact investment fund with a focus on energy.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.ignitesocialenterprise.com,https://www.linkedin.com/company/ignite-social-enterprise/,11,10,
Seven Spires Investment,https://www.crunchbase.com/organization/seven-spires-investment,Venture Capital,11,1,"Oxford, Oxfordshire, United Kingdom","Early Stage Venture, Late Stage Venture, Seed","Seven Spires Investments Ltd. (SSIL) is a private, off-shore investment company.","Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.sevenspires.co.uk,,7,2,
Phase4 Ventures,https://www.crunchbase.com/organization/phase4-ventures,Venture Capital,11,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Phase4 Ventures is a venture capital firm based in London that invests in development stage life science companies in the US.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.phase4ventures.com,,9,6,5
Kinetic Investments,https://www.crunchbase.com/organization/kinetic-investments,Venture Capital,10,2,"London, England, United Kingdom","Early Stage Venture, Seed",Kinetic Investments is a venture capital firm dedicated to early-stage companies that are transforming the digital landscape.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,day,https://ki.uk,https://www.linkedin.com/company/kinetic-investments,10,10,
Generative Ventures,https://www.crunchbase.com/organization/generative-ventures,Venture Capital,10,,"London, England, United Kingdom",Early Stage Venture,Generative Ventures is a venture capital firm that focuses on investments in AI machine economies on decentralized financial networks.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://www.genventures.xyz/,https://www.linkedin.com/company/generative-ventures/,10,2,
GLG Partners,https://www.crunchbase.com/organization/glg-partners,"Hedge Fund, Private Equity Firm, Venture Capital",10,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture","GLG is a discretionary investment manager that offers absolute return and long-only strategies across asset classes, sectors, and regions.","Europe, Middle East, and Africa (EMEA)",1995-01-01,year,http://www.glgpartners.com/,https://www.linkedin.com/company/man-glg/about/,7,2,
SBX Capital,https://www.crunchbase.com/organization/sbx-capital,Venture Capital,10,,"Farnham, Surrey, United Kingdom",Seed,SBX Capital are a stage and industry agnostic technology investment holding company.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://sbx.xyz,https://www.linkedin.com/company/sbx-capital/about/,10,,
Energy Revolution Ventures,https://www.crunchbase.com/organization/energy-revolution-ventures,Venture Capital,10,,"London, England, United Kingdom",Early Stage Venture,Energy Revolution Ventures is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://er-v.io,https://www.linkedin.com/company/energy-revolution-ventures,8,5,
Futurecraft Ventures,https://www.crunchbase.com/organization/futurecraft-ventures,"Private Equity Firm, Venture Capital",10,,"London, England, United Kingdom",Seed,"Team of serial entrepreneurs who bring together Fintech, AR/VR, and crypto that change the future.","Europe, Middle East, and Africa (EMEA)",,,https://www.futurecraft.ventures/,https://www.linkedin.com/company/futurecraft-ventures/,9,1,
Quadri Ventures,https://www.crunchbase.com/organization/quadri-ventures,Venture Capital,10,,"London, England, United Kingdom","Early Stage Venture, Seed",Quadri Ventures is a Venture Capital firm on a mission to be the leading value-add investor to B2B SaaS companies from Seed to Series B.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://www.quadriventures.com/,https://www.linkedin.com/company/quadri-ventures/,7,6,
Downing LLP,https://www.crunchbase.com/organization/downing,Venture Capital,10,3,"London, England, United Kingdom",,Downing LLP offers management of tax efficient investment products for investors in the United Kingdom.,"Europe, Middle East, and Africa (EMEA)",1986-01-01,year,http://www.downing.co.uk,https://www.linkedin.com/company/downingllp/,8,7,1
QP Ventures,https://www.crunchbase.com/organization/quantum-pacific-ventures,Venture Capital,10,,"London, England, United Kingdom",Early Stage Venture,We back audacious founders at Seed and Series A around the globe.,"Europe, Middle East, and Africa (EMEA)",2023-04-01,month,http://qpventures.com/,https://www.linkedin.com/company/qpventures/,9,3,
National Security Strategic Investment Fund,https://www.crunchbase.com/organization/national-security-strategic-investment-fund,"Corporate Venture Capital, Venture Capital",10,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",National Security Strategic Investment Fund is a corporate venturing arm for dual-use advanced technologies.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.british-business-bank.co.uk/national-security-strategic-investment-fund/,,9,1,
Synthesis Capital,https://www.crunchbase.com/organization/synthesis-capital-6f8f,Venture Capital,10,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Investing in the future of food,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,http://www.synthesis.capital,http://www.linkedin.com/company/synthesiscapital,10,4,
D2 Fund,https://www.crunchbase.com/organization/double-down,"Micro VC, Venture Capital",10,,"London, England, United Kingdom","Early Stage Venture, Seed",D2 is a venture fund for ambitious equity efficient start-ups,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://d2.fund/,https://www.linkedin.com/company/notyourordinaryvc/,9,,
Green Angel Ventures,https://www.crunchbase.com/organization/green-angel-ventures,Venture Capital,10,,"London, England, United Kingdom",Early Stage Venture,Green Angel Ventures is the reference early stage investor for UK climate innovation.,"Europe, Middle East, and Africa (EMEA)",,,https://greenangelventures.com/,https://www.linkedin.com/company/green-angel-ventures-gav/,9,4,
Monograph Capital,https://www.crunchbase.com/organization/monograph-capital,Venture Capital,10,2,"London, England, United Kingdom",Early Stage Venture,Monograph Capital is a life sciences venture firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://monograph.bio/,https://www.linkedin.com/company/monograph-capital,9,5,
Greencoat Capital,https://www.crunchbase.com/organization/esb-novusmodus,Venture Capital,10,2,"London, England, United Kingdom","Late Stage Venture, Private Equity",Greencoat Capital is a specialist asset manager that is dedicated to the resource efficiency and renewable energy sectors.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://www.greencoat-ukwind.com/,https://www.linkedin.com/company/greencoat-capital,9,6,
Sie Ventures,https://www.crunchbase.com/organization/sie,Venture Capital,10,,"London, England, United Kingdom","Early Stage Venture, Seed",Sie Ventures invest in Early stage female led tech companies.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.sie.ventures,https://www.linkedin.com/company/sie-ventures,10,1,
SCM Advisors,https://www.crunchbase.com/organization/scm-advisors,Venture Capital,10,1,"London, England, United Kingdom",Early Stage Venture,"SCM Advisors (UK) Limited is a member of SCM Group, Ukraine’s leading financial and industrial group","Europe, Middle East, and Africa (EMEA)",2012-10-31,day,http://www.scmadvisors.co.uk/en/,https://www.linkedin.com/company/scm-advisors-uk-limited,10,1,
ID Theory,https://www.crunchbase.com/organization/id-theory,Venture Capital,10,,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Seed",ID Theory apply a principled and innovative investment strategy within decentralised networks.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://idtheory.io/,https://www.linkedin.com/company/i-d-theory/,10,,
Noa Capital,https://www.crunchbase.com/organization/noa-capital,Venture Capital,10,,"London, England, United Kingdom","Early Stage Venture, Seed",Noa Capital is a investment advisory firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://noacapp.com,https://www.linkedin.com/company/noa-capital-partners,9,,
DIP Capital,https://www.crunchbase.com/organization/dip-capital,Venture Capital,10,4,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",DIP Capital is a venture capital firm that invests across Europe in disruptive businesses.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.dip-capital.com/,https://www.linkedin.com/company/dip-capital/,8,4,1
DC Thomson Ventures,https://www.crunchbase.com/organization/dc-thomson-ventures,"Corporate Venture Capital, Venture Capital",10,2,"London, England, United Kingdom","Late Stage Venture, Venture",DC Thomson Ventures is the corporate venture arm of D.C. Thomson & Co. Ltd.,"Europe, Middle East, and Africa (EMEA)",,,http://dctventures.com/,https://www.linkedin.com/company/dct-ventures,7,2,
JPIN,https://www.crunchbase.com/organization/jpin,"Investment Bank, Venture Capital",10,1,"London, England, United Kingdom","Early Stage Venture, Seed",JPIN was formed to blend financial capital and strategic consulting together to give a unique solution to clients.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.jpin.co/,https://www.linkedin.com/company/jpin-ltd/?originalSubdomain=uk,9,1,
Spice Capital Partners,https://www.crunchbase.com/organization/oteo-investment,"Family Investment Office, Hedge Fund, Private Equity Firm, Venture Capital",10,1,"London, England, United Kingdom","Private Equity, Venture","Investment fund - Private Equity, Venture Capital and Specialized Lending","Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.spicecapital.com/,https://www.linkedin.com/company/spice-capital-partners-llp/,10,2,
Hermes Growth Partners,https://www.crunchbase.com/organization/hermes-growth-partners,"Private Equity Firm, Venture Capital",10,6,"London, England, United Kingdom","Late Stage Venture, Post-Ipo, Private Equity, Venture",Hermes Growth Partners  is a growth equity firm investing in B2B technology companies.,"Europe, Middle East, and Africa (EMEA)",2011-07-01,day,http://www.hermesgrowthpartners.com,https://www.linkedin.com/company/hermes-growth-partners/,8,5,2
Nickleby Capital,https://www.crunchbase.com/organization/nickleby-capital,"Investment Bank, Private Equity Firm, Venture Capital",10,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Nickleby Capital is a private investment office partnered with influential families and entrepreneurs to provide differentiated capital,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.nicklebycapital.com,https://www.linkedin.com/company/nickleby-capital,8,5,
Richmond Park Partners LLP,https://www.crunchbase.com/organization/richmond-park-partners,"Investment Bank, Venture Capital",10,2,"London, England, United Kingdom",Seed,RPP is a boutique investment bank that offers financial and capital market advisory services.,"Europe, Middle East, and Africa (EMEA)",2007-03-30,day,http://www.richmondpark-partners.com,https://www.linkedin.com/company/richmond-park-partners/,8,,
Keyhaven Capital Partners,https://www.crunchbase.com/organization/keyhaven-capital-partners-2,"Private Equity Firm, Venture Capital",10,2,"London, England, United Kingdom",Private Equity,We invest in European businesses with enterprise values typically less than €100 million.,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.keyhavencapital.com/,https://www.linkedin.com/company/keyhaven-capital,10,1,
Namier Capital Partners,https://www.crunchbase.com/organization/namier-capital-partners,"Angel Group, Micro VC, Private Equity Firm, Venture Capital",10,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Venture",Strategic and M&A advisory for growth companies and large corporations,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://namiercapital.com,https://www.linkedin.com/company/namier-capital-partners/about/,9,1,
Moscar Capital,https://www.crunchbase.com/organization/moscar-capital,Venture Capital,10,1,"London, England, United Kingdom",Early Stage Venture,"Our mission is to find and grow the best startups into industry-defining companies, shaping how we live and work in tomorrow’s world.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.moscar.co.uk/,https://www.linkedin.com/company/moscar-capital/?originalSubdomain=ph,10,5,
EOS Technology Investment Syndicate,https://www.crunchbase.com/organization/eos-technology-investment-syndicate,Venture Capital,10,,"Saint Andrews, Fife, United Kingdom","Early Stage Venture, Seed, Venture","EOS Technology Investment Syndicate invests in seed-stage, early-stage, and later-stage firms.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.eos-tech-investors.com/,https://www.linkedin.com/company/eos-technology-investment-syndicate/about/,8,2,
Jasmine Social Investments,https://www.crunchbase.com/organization/jasmine-social-investments,Venture Capital,10,,"London, England, United Kingdom","Seed, Venture",Jasmine Social Investments invests in high-performing social companies and exceptional social entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.jasmine.org.nz/,https://www.linkedin.com/company/jasmine-social-investments/,10,,
Solon Ventures,https://www.crunchbase.com/organization/solon-ventures,Venture Capital,10,6,"London, England, United Kingdom",Early Stage Venture,Solon is a venture capital firm based in the UK that invests in the healthcare and technology sectors.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.solonventures.com,https://www.linkedin.com/company/solon-ventures,9,5,
Meridian Venture Partners,https://www.crunchbase.com/organization/meridian-venture-partners,Venture Capital,10,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Meridian Venture Partners is a UK venture capital firm investing in development stage technology businesses.,"Europe, Middle East, and Africa (EMEA)",2008-06-30,day,http://www.meridianventurepartners.com,http://www.linkedin.com/company/antrak-capital,8,5,1
Quester,https://www.crunchbase.com/organization/quester1,Venture Capital,10,4,"London, England, United Kingdom",,Quester invests in the UK’s best technology to create great companies.,"Europe, Middle East, and Africa (EMEA)",,,http://www.quester.co.uk/,,9,3,
Polymath Digital,https://www.crunchbase.com/organization/polymath-digital,"Accelerator, Venture Capital",10,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Supporting innovation through operating experience and capital,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://polymath.digital/,https://www.linkedin.com/company/polymathdigital/,10,,
Calibrate Management,https://www.crunchbase.com/organization/calibrate-management,Venture Capital,10,2,"London, England, United Kingdom",Early Stage Venture,Calibrate Management is focused on long duration capital and investments.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.calibrate-partners.com,https://www.linkedin.com/company/10057039,8,8,
Top Technology Ventures,https://www.crunchbase.com/organization/top-technology-ventures,Venture Capital,10,4,"London, England, United Kingdom",Late Stage Venture,Top Technology Ventures is a UK-based venture capital company which specialises in providing equity funding for early stage technology.,"Europe, Middle East, and Africa (EMEA)",1986-01-01,year,https://www.ipgroupplc.com/,,8,,1
Hearst’s Financial Venture Fund,https://www.crunchbase.com/organization/hearst-s-financial-venture-fund,Venture Capital,10,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Hearst's Financial Venture Fund provides a diverse range of information and services to media companies.,"Europe, Middle East, and Africa (EMEA)",1887-01-01,year,https://www.hearst.com/fitch-group/financial-venture-fund,https://www.linkedin.com/company/hearst,10,5,
Ingenious Media,https://www.crunchbase.com/organization/ingenious-media,Venture Capital,10,3,"London, England, United Kingdom","Early Stage Venture, Seed",Ingenious Media is an independent investors in the UK’s creative sector.,"Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://www.theingeniousgroup.co.uk/media/,https://www.linkedin.com/company/ingenious-media-limited/,10,3,
Lingotto,https://www.crunchbase.com/organization/lingotto-2e25,"Private Equity Firm, Venture Capital",9,,"London, England, United Kingdom",,Lingotto is an investment management company owned by Exor N.V.,"Europe, Middle East, and Africa (EMEA)",,,https://www.lingotto.com,https://www.linkedin.com/company/lingotto-investment-management,7,4,
Plural,https://www.crunchbase.com/organization/plural-9df0,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Plural is an early-stage venture fund that seeks to invest in early-stage tech startups.,"Europe, Middle East, and Africa (EMEA)",,,https://pluralplatform.com,https://www.linkedin.com/company/plural-platform,9,7,
Cancer Research Horizons,https://www.crunchbase.com/organization/cancer-research-technology,Venture Capital,9,2,"London, England, United Kingdom",,Cancer Research Horizons (CRT) develops and commercialises exciting new discoveries in cancer research.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,https://www.cancerresearchhorizons.com,https://www.linkedin.com/showcase/cancerresearchhorizons,9,1,1
Boost Capital Partners,https://www.crunchbase.com/organization/boost-capital-partners,Venture Capital,9,,"Mayfair, Westminster, United Kingdom","Seed, Venture",Boost Capital Partners invests in pre-seed or seed companies.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://boostcp.vc,https://www.linkedin.com/company/boost-capital-partners,9,3,
Blume Equity,https://www.crunchbase.com/organization/blume-equity,Venture Capital,9,,"London, England, United Kingdom",Late Stage Venture,Blume Equity is a climate-tech growth equity firm investing in companies driving sustainable outcomes for planet and people.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,month,https://www.blumeequity.com,https://www.linkedin.com/company/blume-equity/,7,5,
PactVC,https://www.crunchbase.com/organization/pactvc,Venture Capital,9,,"London, England, United Kingdom",Seed,PactVC is a venture capital company that prefers to invest in technology targeting sustainability and climate solutions.,"Europe, Middle East, and Africa (EMEA)",,,https://www.pactvc.com/,https://www.linkedin.com/company/pact-vc,9,4,
SEW Capital,https://www.crunchbase.com/organization/sew-capital,"Accelerator, Angel Group, Entrepreneurship Program, Incubator, Micro VC, Private Equity Firm, Startup Competition, Venture Capital",9,,"London, England, United Kingdom","Convertible Note, Crowdfunding, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture",SEW Capital is a private equity firm that finances technology-driven companies in the retail industry.,"Europe, Middle East, and Africa (EMEA)",2012-12-19,day,http://sewcapital.co.uk,https://www.linkedin.com/company/sew-capital/,9,,
Synova,https://www.crunchbase.com/organization/synova-capital,"Private Equity Firm, Venture Capital",9,3,"London, England, United Kingdom",Private Equity,Synova is a private equity investor into fast growing UK businesses.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.synova.pe,https://www.linkedin.com/company/1257543/,8,4,
Cornerstone VC,https://www.crunchbase.com/organization/cornerstone-vc,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Seed",Cornerstone VC operates as a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.cornerstonevc.co/,https://www.linkedin.com/company/cornerstone-vc/,9,4,
Sustainable Future Ventures,https://www.crunchbase.com/organization/sustainable-future-ventures,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Sustainable Future Ventures (SFV) is a venture capital firm focused on the built environment and climate. SFV is backed by Patrizia.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.sfv.vc,https://www.linkedin.com/company/sustainable-future-ventures/?viewAsMember=true,9,3,
FirstPartyCapital,https://www.crunchbase.com/organization/first-party-capital,Venture Capital,9,,"London, England, United Kingdom",Early Stage Venture,"FirstPartyCapital is an early stage fund investing capital and expertise into ad tech, martech and digital media companies.","Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://firstpartycapital.com/,https://www.linkedin.com/company/firstpartycapital/,9,5,
Invoke Capital,https://www.crunchbase.com/organization/invoke-capital,"Private Equity Firm, Venture Capital",9,3,"Cambridge, Cambridgeshire, United Kingdom",Early Stage Venture,Invoke is a technology investment and advisory company focused on identifying world-leading technology emerging across Europe.,"Europe, Middle East, and Africa (EMEA)",2012-11-01,day,http://www.invokecapital.com,https://www.linkedin.com/company/invoke-capital,5,6,2
Last Mile Ventures,https://www.crunchbase.com/organization/last-mile-ventures,Venture Capital,9,2,"London, England, United Kingdom",Seed,"Last Mile Ventures is a consulting and investment company focused on growth, data and sales effectiveness.","Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.lastmileventures.com/,https://www.linkedin.com/company/last-mile-ventures,9,,
The Conduit Connect,https://www.crunchbase.com/organization/the-conduit-connect,Venture Capital,9,,"London, England, United Kingdom",Seed,Conduit Connect sources and selects high quality and high impact businesses globally that aim to deliver profit and purpose.,"Europe, Middle East, and Africa (EMEA)",2018-08-01,month,http://theconduitconnect.com,https://www.linkedin.com/company/conduit-connect/,9,,
Committed Capital,https://www.crunchbase.com/organization/committed-capital,Venture Capital,9,,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Venture",Committed Capital specialises in investing in and providing corporate finance advice to fast growing companies.,"Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.committedcapital.co.uk/,https://www.linkedin.com/company/733119,6,5,
ESO Capital Group,https://www.crunchbase.com/organization/eso-capital-group,"Private Equity Firm, Venture Capital",9,1,"London, England, United Kingdom","Debt, Grant, Private Equity",ESO Capital Group is a European special situations investment management group.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.esocapital.com/,https://www.linkedin.com/company/eso-capital,7,4,
