Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Musha Ventures,https://www.crunchbase.com/organization/musha-ventures,"Angel Group, Venture Capital",128,16,"New York, New York, United States","Early Stage Venture, Seed",Musha Ventures is an Africa-focused micro VC and angel fund.,"Greater New York Area, East Coast, Northeastern US",2011-01-01,year,http://www.mushaventures.com/,https://www.linkedin.com/company/5760365/,115,3,1
Essex Woodlands Healthcare Partners,https://www.crunchbase.com/organization/essex-woodlands-health-ventures,"Private Equity Firm, Venture Capital",128,54,"Palo Alto, California, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Venture",Essex Woodlands is a healthcare growth equity and venture capital firm.,"San Francisco Bay Area, Silicon Valley, West Coast",1985-01-01,year,https://www.ewhealthcare.com,https://www.linkedin.com/company/73860?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A73860%2Cidx%3A1-1-1%2CtarId%3A1440800233382%2Ctas%3AEssex%20Woodlands%20,86,63,23
March Capital,https://www.crunchbase.com/organization/march-capital-partners,Venture Capital,128,18,"Santa Monica, California, United States","Early Stage Venture, Late Stage Venture",March Capital is a venture growth firm that seeks to invest in the digital transformation of cloud-based software.,"Greater Los Angeles Area, West Coast, Western US",2014-06-30,day,http://www.marchcp.com,https://www.linkedin.com/company/march-capital,81,59,2
Dolby Family Ventures,https://www.crunchbase.com/organization/dolby-family-ventures,Venture Capital,128,20,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Dolby Family Ventures is an early stage venture firm focused on building great technology companies.,"San Francisco Bay Area, West Coast, Western US",2014-01-01,year,http://dolbyventures.com,https://www.linkedin.com/company/dolbyventures/,86,8,6
Birchmere Ventures,https://www.crunchbase.com/organization/birchmere-ventures,Venture Capital,128,38,"Pittsburgh, Pennsylvania, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Seed/early stage fund; >$200m AUM, 5 funds since 1996; portfolio market cap >$15b; offices in Pittsburgh and Palo Alto.","Great Lakes, Northeastern US",1996-01-01,year,http://www.birchmerevc.com,http://www.linkedin.com/company/birchmere-ventures,78,30,7
TQ Ventures,https://www.crunchbase.com/organization/tq-ventures,Venture Capital,127,11,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",TQ Ventures is an investment firm that focuses on early-stage and growth-stage companies.,"Greater New York Area, East Coast, Northeastern US",2018-01-01,year,https://www.tqventures.com/,,94,19,2
Expansion Venture Capital,https://www.crunchbase.com/organization/expansion-venture-capital,"Micro VC, Venture Capital",127,29,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Expansion Venture Capital is a New York-based company providing investment and mentorship to early- and growth-stage companies.,"Greater New York Area, East Coast, Northeastern US",2010-01-01,year,http://www.ExpansionVC.com,http://www.linkedin.com/company/2966913,96,4,6
Tribeca Venture Partners,https://www.crunchbase.com/organization/tribeca-venture-partners,Venture Capital,127,17,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","NYC-based, multistage venture capital firm leveraging emerging technologies and business models to create and disrupt huge markets.","Greater New York Area, East Coast, Northeastern US",2011-01-01,day,http://www.tribecavp.com,https://www.linkedin.com/company/tribecavp,66,46,2
FinTech Collective,https://www.crunchbase.com/organization/fintech-collective,Venture Capital,127,12,"New York, New York, United States","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture","FinTech Collective is a New York-based venture capital fund, focused exclusively on financial services technology companies.","Greater New York Area, East Coast, Northeastern US",2012-09-01,day,http://www.fintech.io,http://www.linkedin.com/company/fintech-collective,80,36,1
Expa,https://www.crunchbase.com/organization/expa,"Accelerator, Incubator, Venture Capital",127,13,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed","Expa is a venture studio and VC fund that supports early-stage startups through expertise, access, and funding.","San Francisco Bay Area, West Coast, Western US",2013-05-02,day,http://www.expa.com,http://www.linkedin.com/company/expa,86,22,
CapitalG,https://www.crunchbase.com/organization/google-capital,"Corporate Venture Capital, Venture Capital",126,28,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Venture",CapitalG is the growth capital fund financed by Alphabet that invests for profit in growth stage technology companies.,"San Francisco Bay Area, West Coast, Western US",2013-01-01,year,https://www.capitalg.com,https://www.linkedin.com/company/capitalg,70,61,14
Bee Partners,https://www.crunchbase.com/organization/bee-partners,Venture Capital,126,17,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Bee Partners leads pre-seed deeptech investing, writing first checks to Founders building AI/ML, Robotics, Automation, MFG and related tech.","San Francisco Bay Area, West Coast, Western US",2009-01-01,year,http://beepartners.vc,https://www.linkedin.com/company/beepartnersvc,78,31,1
Longitude Capital,https://www.crunchbase.com/organization/longitude-capital,Venture Capital,125,39,"Menlo Park, California, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Venture",Longitude Capital is a venture capital firm that invests in biotechnology and medical technology companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2006-01-01,year,http://www.longitudecapital.com,https://www.linkedin.com/company/longitude-capital,82,47,29
Toba Capital,https://www.crunchbase.com/organization/toba-capital,Venture Capital,125,29,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Toba Capital is an investment firm committed to helping create incredible technology companies.,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,http://tobacapital.com,http://www.linkedin.com/company/toba-capital,75,50,3
Owl Ventures,https://www.crunchbase.com/organization/owl-ventures-lp,Venture Capital,125,13,"Menlo Park, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Owl Ventures is a venture capital fund that invests in education technology companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,http://www.owlvc.com,http://www.linkedin.com/company/3855155,86,69,
EcoR1 Capital,https://www.crunchbase.com/organization/ecor1-capital,"Private Equity Firm, Venture Capital",124,76,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Venture",EcoR1 Capital is a biotech-focused investment advisory firm.,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,http://ecor1cap.com/,https://www.linkedin.com/company/2796455?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2796455%2Cidx%3A1-1-1%2CtarId%3A1441126555540%2Ctas%3AEcoR1%20Capital,96,19,72
AllegisCyber,https://www.crunchbase.com/organization/allegis-capital,Venture Capital,123,32,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",AllegisCyber invests in early stage companies developing technology and software to serve emerging markets.,"San Francisco Bay Area, West Coast, Western US",1996-01-01,year,http://allegiscyber.com/,https://www.linkedin.com/company/allegiscyber/,60,34,1
Oxford Bioscience Partners,https://www.crunchbase.com/organization/oxford-bioscience-partners,Venture Capital,123,41,"Boston, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity","Oxford Bioscience Partners (OBP), established in 1992, is a venture capital firm that provides equity financing and management assistance","Greater Boston Area, East Coast, New England",1992-01-01,year,http://www.oxbio.com,,65,21,15
El Dorado Ventures,https://www.crunchbase.com/organization/el-dorado-ventures,Venture Capital,123,38,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture",El Dorado Ventures invests in early-stage companies with disruptive technology and business models in emerging and high-growth markets.,"San Francisco Bay Area, Silicon Valley, West Coast",1986-01-01,year,http://www.eldorado.com,,58,24,3
High Alpha,https://www.crunchbase.com/organization/high-alpha-llc,Venture Capital,123,23,"Indianapolis, Indiana, United States","Early Stage Venture, Seed, Venture",High Alpha creates and funds companies through a new model for entrepreneurship that unites company building and venture capital.,"Great Lakes, Midwestern US",2015-01-01,year,https://highalpha.com/,https://www.linkedin.com/company/high-alpha/,80,31,
Osage Venture Partners,https://www.crunchbase.com/organization/osage-partners,Venture Capital,122,25,"Bala Cynwyd, Pennsylvania, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Osage Venture Partners is a venture capital fund specializing in early stage, B2B software companies on the East Coast.","Greater Philadelphia Area, Great Lakes, Northeastern US",2005-07-01,day,https://osageventurepartners.com/,https://www.linkedin.com/company/osage-partners/,71,37,
Section 32,https://www.crunchbase.com/organization/section-32,Venture Capital,121,21,"San Diego, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Section 32 is a venture capital fund that invests at the cutting edge of technology, healthcare, and life sciences.","Greater San Diego Area, West Coast, Western US",2017-05-01,month,https://www.section32.com,https://www.linkedin.com/company/section-32,85,26,11
The Column Group,https://www.crunchbase.com/organization/the-column-group,Venture Capital,121,21,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed",The Column Group is a venture capital firm dedicated to developing biotechnology companies.,"San Francisco Bay Area, West Coast, Western US",2006-01-01,year,https://www.thecolumngroup.com,http://www.linkedin.com/company/the-column-group,45,46,14
Scout Ventures,https://www.crunchbase.com/organization/scout-ventures,Venture Capital,121,27,"Austin, Texas, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Early-stage venture capital firm making the world a better, safer place by investing in frontier and dual-use technologies",Southern US,2010-01-01,year,http://scout.vc,http://www.linkedin.com/company/scout-ventures,85,22,
Mubadala Capital Ventures,https://www.crunchbase.com/organization/mubadala-ventures,"Corporate Venture Capital, Fund Of Funds, Venture Capital",121,24,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo",Mubadala Ventures is the venture capital arm of Mubadala that focuses on advanced technology.,"San Francisco Bay Area, West Coast, Western US",2017-10-01,month,https://www.mubadala.com/,https://www.linkedin.com/company/mubadala/,83,29,14
Pillar VC,https://www.crunchbase.com/organization/pillar-companies-2,Venture Capital,120,13,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Pillar VC invests in seed-stage companies, supporting unstoppable founders with capital, connections, coaching, and peer support.","Greater Boston Area, East Coast, New England",2016-01-01,year,http://pillar.vc/,https://www.linkedin.com/company/pillar-vc/,75,22,3
Origin Ventures,https://www.crunchbase.com/organization/origin-ventures,Venture Capital,120,19,"Chicago, Illinois, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Origin Ventures is an early-stage venture capital firm investing in software and marketing businesses enabling the Digital Native economy.,"Greater Chicago Area, Great Lakes, Midwestern US",1999-01-01,year,http://www.originventures.com,https://www.linkedin.com/company/origin-ventures,73,49,1
Northgate Capital,https://www.crunchbase.com/organization/northgate-capital,"Fund Of Funds, Private Equity Firm, Venture Capital",120,49,"Danville, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Venture capital direct investments for expansion-stage high-tech startups; venture capital and private equity fund-of-funds,"San Francisco Bay Area, West Coast, Western US",2000-01-01,year,http://www.northgate.com,https://www.linkedin.com/company/93838?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A93838%2Cidx%3A1-1-1%2CtarId%3A1442503201446%2Ctas%3ANorthgate%20Capital,81,27,11
LiveOak Ventures,https://www.crunchbase.com/organization/liveoak-venture-partners,Venture Capital,120,17,"Austin, Texas, United States","Early Stage Venture, Late Stage Venture, Seed",LiveOak Venture Partners is a venture capital firm making early-stage investments in technology and technology-driven services.,Southern US,2012-01-01,year,https://liveoak.vc/,http://www.linkedin.com/company/liveoak-venture-partners,73,66,1
Sprout Group,https://www.crunchbase.com/organization/the-sprout-group,Venture Capital,120,40,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Private Equity",Sprout Group is one of the oldest and largest institutional venture capital firms focused on emerging companies.,"Greater New York Area, East Coast, Northeastern US",1969-01-01,year,http://www.sproutgroup.com,,75,40,12
Mercury,https://www.crunchbase.com/organization/mercury-fund,Venture Capital,119,16,"Houston, Texas, United States","Early Stage Venture, Seed, Venture","Mercury is an early-stage venture capital firm that invests in SaaS, cloud, and data platforms.","Greater Houston Area, Southern US",2013-01-01,year,http://www.mercuryfund.com,https://www.linkedin.com/company/mercury-fund,68,47,1
TCG,https://www.crunchbase.com/organization/the-chernin-group-llc,Venture Capital,119,25,"Los Angeles, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",TCG is a multi-stage investment firm that seeks to invest in and build these best-in-class companies.,"Greater Los Angeles Area, West Coast, Western US",2010-01-01,year,http://tcg.co/,https://www.linkedin.com/company/the-chernin-group,95,48,3
Northpond Ventures,https://www.crunchbase.com/organization/northpond-ventures,"Private Equity Firm, Venture Capital",119,17,"Bethesda, Maryland, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",Northpond Ventures is a private equity and venture capital that focuses on science-driven projects in life sciences and technology.,"Washington DC Metro Area, East Coast, Southern US",2018-01-01,year,https://www.npv.vc/,https://www.linkedin.com/company/northpond-ventures/,70,72,9
Aspect Ventures,https://www.crunchbase.com/organization/aspect-ventures,Venture Capital,119,27,"Palo Alto, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Aspect Ventures is a venture capital firm investing in the emerging mobile marketplace.,"San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,http://www.aspectventures.com,https://www.linkedin.com/company/aspect-ventures,72,22,2
Visa,https://www.crunchbase.com/organization/visa,"Investment Bank, Venture Capital",118,28,"Foster City, California, United States",,Visa is a multinational financial services company that facilitates electronic payment systems throughout the world.,"San Francisco Bay Area, Silicon Valley, West Coast",1958-01-01,year,https://www.visa.com,https://www.linkedin.com/company/visa,108,49,9
Capital One Ventures,https://www.crunchbase.com/organization/capital-one-ventures,Venture Capital,118,23,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed","Capital One Ventures is a strategic investor, funding startups that are driving the future of data, technology, and financial services.","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,https://growthventures.capitalone.com,https://www.linkedin.com/company/capital-one,87,21,11
SaaS Ventures,https://www.crunchbase.com/organization/saas-ventures-2,"Micro VC, Venture Capital",118,11,"Miami, Florida, United States","Early Stage Venture, Seed",SaaS Ventures is a seed stage venture capital fund focused on enterprise tech.,"Greater Miami Area, East Coast, Southern US",2017-01-01,year,https://www.saasventurecapital.com/,https://www.linkedin.com/company/saas-venture-capital/about/,86,4,
Makers Fund,https://www.crunchbase.com/organization/makers-fund,Venture Capital,118,13,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Makers Fund is a global interactive entertainment venture capital firm focused on early stage investments.,"San Francisco Bay Area, West Coast, Western US",2017-01-01,year,http://www.makersfund.com,https://www.linkedin.com/company/makersfund/,88,64,1
Brooklyn Bridge Ventures,https://www.crunchbase.com/organization/brooklyn-bridge-ventures,Venture Capital,118,24,"New York, New York, United States","Early Stage Venture, Seed",Brooklyn Bridge Ventures is a seed stage venture firm who is NO longer seeking active investments.,"Greater New York Area, East Coast, Northeastern US",2012-01-01,year,http://brooklynbridge.vc,https://www.linkedin.com/company/10891696?trk=prof-exp-company-name,97,49,
Courtside Ventures,https://www.crunchbase.com/organization/courtside-ventures,"Micro VC, Venture Capital",118,12,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Courtside Ventures invest in early-stage founders that are transforming the intersection of sports, technology and media.","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,http://www.courtsidevc.com/,https://www.linkedin.com/company/courtsidevc/,82,25,
Enterprise Partners,https://www.crunchbase.com/organization/enterprise-partners,"Micro VC, Venture Capital",118,31,"La Jolla, California, United States","Early Stage Venture, Late Stage Venture",Enterprise Partners was founded in 1985 and is one of the few venture firms that have consistently focused on investing in Southern,"Greater San Diego Area, West Coast, Western US",1985-01-01,year,http://www.epvc.com,http://www.linkedin.com/company/46473,53,25,8
OVP Venture Partners,https://www.crunchbase.com/organization/ovp-venture-partners,Venture Capital,118,34,"Seattle, Washington, United States","Early Stage Venture, Late Stage Venture, Seed",OVP Venture Partners is a venture capital firm specializing in early-stage technology-based companies.,"Greater Seattle Area, West Coast, Western US",1983-01-01,year,http://www.ovp.com,http://www.linkedin.com/company/ovp-venture-partners,56,42,6
Playground Global,https://www.crunchbase.com/organization/playground-global,Venture Capital,117,16,"Palo Alto, California, United States",Early Stage Venture,Playground is an early-stage deep tech venture capital firm backing technical and scientific founders,"San Francisco Bay Area, Silicon Valley, West Coast",2015-01-06,day,http://playground.vc,https://www.linkedin.com/company/playground-global,66,52,1
Tekton Ventures,https://www.crunchbase.com/organization/tekton-ventures,Venture Capital,117,19,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Seed, Venture",Tekton Ventures is a seed-stage investment firm that partners with technology-focused entrepreneurs to build category defining companies.,"San Francisco Bay Area, West Coast, Western US",2009-01-01,year,http://www.tektonventures.com,https://www.linkedin.com/company/tekton-ventures,100,4,1
Amgen Ventures,https://www.crunchbase.com/organization/amgen-ventures,Venture Capital,117,36,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Amgen Ventures is a California-based investment firm focused on early- and late-stage biotechnology companies.,"San Francisco Bay Area, West Coast, Western US",2004-01-01,year,https://www.amgenbd.com/aboutamgen,https://www.linkedin.com/company/amgen/,75,13,23
Signia Venture Partners,https://www.crunchbase.com/organization/signia-venture-partners,Venture Capital,117,28,"Redwood City, California, United States","Debt, Early Stage Venture, Initial Coin Offering, Private Equity, Seed, Venture",Signia Venture Partners is an early stage fund helping passionate entrepreneurs build impactful world-changing companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2012-06-01,day,http://signiaventurepartners.com/,https://www.linkedin.com/company/signia-venture-partners,83,22,2
NewSchools Venture Fund,https://www.crunchbase.com/organization/new-schools-venture-fund,"Entrepreneurship Program, Venture Capital",117,34,"Oakland, California, United States","Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",NewSchools Venture raise charitable funds from donors and invest them to support education entrepreneurs.,"San Francisco Bay Area, West Coast, Western US",1998-07-31,day,http://newschools.org,http://www.linkedin.com/company/27508,105,69,
Notation Capital,https://www.crunchbase.com/organization/notation-capital-2,"Micro VC, Venture Capital",117,13,"Brooklyn, New York, United States","Early Stage Venture, Seed",Notation Capital is a pre-seed venture capital firm.,"Greater New York Area, East Coast, Northeastern US",2014-10-01,day,https://notation.vc,https://www.linkedin.com/company/9338255,86,29,
Novak Biddle Venture Partners,https://www.crunchbase.com/organization/novak-biddle-venture-partners,Venture Capital,117,42,"Bethesda, Maryland, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed","Novak Biddle Venture Partners provides equity financing and assistance to the management of young, information technology companies.","Washington DC Metro Area, East Coast, Southern US",1997-01-01,year,http://www.novakbiddle.com,,59,37,3
TeleSoft Partners,https://www.crunchbase.com/organization/telesoft-partners,Venture Capital,117,36,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity","TeleSoft Partners provides value-added capital for technology, communications and energy value chain companies.","San Francisco Bay Area, West Coast, Western US",1996-01-01,year,http://www.telesoftvc.com,https://www.linkedin.com/company/telesoft-partners,67,16,10
Rho Capital Partners,https://www.crunchbase.com/organization/rho-capital-ventures,"Private Equity Firm, Venture Capital",116,43,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Rho Capital Partners is a private equity firm that offers long-term investments to IT, new media, healthcare, and energy tech companies.","Greater New York Area, East Coast, Northeastern US",1981-01-01,year,http://www.rho.com,https://www.linkedin.com/company/rho-ventures,83,35,12
Hatteras Venture Partners,https://www.crunchbase.com/organization/hatteras-venture-partners,Venture Capital,116,25,"Durham, North Carolina, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Hatteras Venture Partners is a North Carolina-based venture capital firm that finances biomedical companies.,"Research Triangle, East Coast, Southern US",2000-01-01,year,http://www.hatterasvp.com,http://www.linkedin.com/company/hatteras-venture-partners,68,41,10
UpWest,https://www.crunchbase.com/organization/upwest-labs,"Accelerator, Micro VC, Venture Capital",116,30,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed",UpWest is a seed fund investing in Israel’s most promising entrepreneurs targeting the US market.,"San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,http://www.upwest.vc,https://www.linkedin.com/company/upwest-vc/,84,4,1
Labrador Ventures,https://www.crunchbase.com/organization/labrador-ventures,Venture Capital,116,39,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture","Labrador Ventures is a seed stage venture fund in Silicon Valley. With over $200 million under management, Labrador has invested in more","San Francisco Bay Area, Silicon Valley, West Coast",1989-01-01,year,http://www.labrador.com,https://www.linkedin.com/company/labrador,61,30,6
Golden Seeds,https://www.crunchbase.com/organization/golden-seeds,"Angel Group, Venture Capital",115,14,"Flushing, New York, United States","Early Stage Venture, Late Stage Venture, Seed",Golden Seeds is a seed-stage investment firm that focuses on women entrepreneurs.,"Greater New York Area, East Coast, Northeastern US",2004-01-01,year,http://www.goldenseeds.com,https://www.linkedin.com/company/goldenseeds,85,29,3
Genesis Partners,https://www.crunchbase.com/organization/genesis-partners,Venture Capital,115,38,"Bridgeport, West Virginia, United States","Early Stage Venture, Late Stage Venture, Seed",Genesis Partners is an Israeli venture capital firm.,Southern US,1996-01-01,year,http://www.genesispartners.com,http://www.linkedin.com/company/genesis-partners,63,28,7
Crescendo Ventures,https://www.crunchbase.com/organization/crescendo-ventures,Venture Capital,115,38,"Palo Alto, California, United States",Early Stage Venture,"Crescendo Ventures is a venture capital firm based in Palo Alto, CA.","San Francisco Bay Area, Silicon Valley, West Coast",1993-01-01,year,http://www.crescendoventures.com,https://www.linkedin.com/company/crescendo-ventures,59,26,5
BBG Ventures,https://www.crunchbase.com/organization/bbg-ventures,Venture Capital,115,13,"New York, New York, United States","Early Stage Venture, Seed, Venture",BBG Ventures is an early-stage fund backing female founders with big ideas that will reshape the way we live.,"Greater New York Area, East Coast, Northeastern US",2014-09-02,day,http://www.bbgventures.com/,https://www.linkedin.com/company/bbg-ventures/,82,13,
Fusion Fund,https://www.crunchbase.com/organization/fusion-fund,Venture Capital,114,10,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed","Fusion Fund invests in early stage companies with technological and data advantages in industrial, enterprise, and healthcare applications.","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,http://fusionfund.com/,https://www.linkedin.com/company/fusion-fund/,83,25,
TDF Ventures,https://www.crunchbase.com/organization/tdf-ventures,Venture Capital,114,28,"Chevy Chase, Maryland, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",TDF Ventures is a venture capital firm that targets seed and Series A investments in technology companies.,"Washington DC Metro Area, East Coast, Southern US",2004-01-01,year,http://www.tdfventures.com,http://www.linkedin.com/company/tdf-ventures,67,26,3
TL Ventures,https://www.crunchbase.com/organization/tl-ventures,Venture Capital,114,34,"Wayne, Pennsylvania, United States","Early Stage Venture, Late Stage Venture, Seed",TL Ventures works in the business of venture capital.,"Greater Philadelphia Area, Great Lakes, Northeastern US",1988-01-01,year,http://www.tlventures.com,https://www.linkedin.com/company/tl-ventures/,69,34,8
Fidelity Ventures,https://www.crunchbase.com/organization/fidelity-ventures,Venture Capital,114,47,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture",Fidelity Ventures provides capital and other resources that help portfolio companies bring new products and services to market.,"Greater Boston Area, East Coast, New England",1969-06-01,day,http://www.fidelityventures.com,,68,32,11
Benhamou Global Ventures,https://www.crunchbase.com/organization/benhamou-global-ventures,Venture Capital,113,21,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Benhamou Global Ventures is a venture capital firm sourcing startups to build them into the next-generation of B2B technology companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2004-01-01,month,http://benhamouglobalventures.com,https://www.linkedin.com/company/benhamou-global-ventures,77,40,3
645 Ventures,https://www.crunchbase.com/organization/645-ventures,Venture Capital,113,23,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",645 Ventures partners with exceptional founders at Seed and Series A to build iconic companies that scale to the growth stage.,"Greater New York Area, East Coast, Northeastern US",2013-12-15,day,http://www.645ventures.com,https://www.linkedin.com/company/645-ventures,82,34,1
Boston Seed Capital,https://www.crunchbase.com/organization/boston-seed-capital,Venture Capital,113,28,"Boston, Massachusetts, United States","Early Stage Venture, Seed, Venture",Boston Seed Capital provides seed stage funding for internet-enabled businesses.,"Greater Boston Area, East Coast, New England",2010-01-01,year,http://www.bostonseed.com,https://www.linkedin.com/company/8492251?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A8492251%2Cidx%3A1-1-1%2CtarId%3A1440097950222%2Ctas%3ABoston%20Seed%20Capital,80,23,2
Alpaca VC,https://www.crunchbase.com/organization/alpaca-vc,Venture Capital,113,20,"New York, New York, United States","Early Stage Venture, Seed, Venture",Alpaca VC is a thematic venture capital firm that invests in the intersections of the digital and physical worlds.,"Greater New York Area, East Coast, Northeastern US",2012-01-01,year,http://www.alpaca.vc,https://www.linkedin.com/company/alpacavc,88,24,5
JK&B Capital,https://www.crunchbase.com/organization/jk-b-capital,"Private Equity Firm, Venture Capital",113,36,"Chicago, Illinois, United States","Early Stage Venture, Late Stage Venture","JK&B Capital is a venture capital firm focused in the software, IT and communications markets.","Greater Chicago Area, Great Lakes, Midwestern US",1996-01-01,year,http://www.jkbcapital.com,,66,41,5
Palm Drive Capital,https://www.crunchbase.com/organization/palm-drivecapital,Venture Capital,112,17,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Palm Drive Capital is built on the fundamental belief that innovators are everywhere.,"Greater New York Area, East Coast, Northeastern US",2014-01-01,year,https://palmdrive.vc/,https://www.linkedin.com/company/palm-drive-ventures,100,12,2
Boxer Capital,https://www.crunchbase.com/organization/boxer-capital,Venture Capital,112,68,"Windermere, Florida, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Venture",Boxer Capital caters to public companies based in the biotechnology industry.,"East Coast, Southern US",2005-01-01,year,https://www.boxercap.com,https://www.linkedin.com/company/boxer-capital-llc/,87,18,66
Halogen Ventures,https://www.crunchbase.com/organization/halogen-ventures,Venture Capital,112,13,"Santa Monica, California, United States",Early Stage Venture,Halogen Ventures is an early stage venture capital fund investing in consumer technology companies led by women.,"Greater Los Angeles Area, West Coast, Western US",2016-06-15,day,http://halogenvc.com/,https://www.linkedin.com/company/halogen-ventures/,68,6,
A.Capital Ventures,https://www.crunchbase.com/organization/capital-partners-l-p,Venture Capital,112,11,"Menlo Park, California, United States","Early Stage Venture, Seed",A.Capital Ventures is an early stage venture capital firm investing in consumer and enterprise technology companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2014-02-01,month,http://www.acapital.com,https://www.linkedin.com/company/a-capital-ventures,83,18,3
Rock Health Capital,https://www.crunchbase.com/organization/rock-health,Venture Capital,110,23,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Rock Health Capital is a full-service seed fund that invests in and supports startups working in digital health.,"San Francisco Bay Area, West Coast, Western US",2010-01-01,year,http://rockhealthcapital.com,http://www.linkedin.com/company/rock-health-capital,95,4,1
Longworth Venture Partners,https://www.crunchbase.com/organization/longworth-venture-partners,"Micro VC, Venture Capital",110,43,"Waltham, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Longworth Venture Partners is a Boston-based VC investing in early-stage technology companies.,"Greater Boston Area, East Coast, New England",1999-01-01,year,http://www.longworth.com,https://www.linkedin.com/company/longworth-venture-partners/,56,33,1
