Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series B - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-b--29cca33f,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Series B,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2022-02-08,Early Stage Venture,63000000,USD,63000000,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,"Ahren Innovation Capital, Metaplanet, Vsquared Ventures",6,3,"Ahren Innovation Capital, Converge, M Ventures, Metaplanet, Project A Ventures, Vsquared Ventures","201,996"
Series A - Mika,https://www.crunchbase.com/funding_round/mika-9650-series-a--fc84ce45,Mika,https://www.crunchbase.com/organization/mika-9650,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,10563321,2022-05-09,Early Stage Venture,,,,Yes,Mika is a digital platform empowering people affected by cancer.,"Health Care, mHealth, Therapeutics",,https://www.mikahealth.com/,$1M to $10M,10000000,EUR,10563321,Early Stage Venture,7,Debiopharm Innovation Fund,4,4,"Ananda Impact Ventures, Debiopharm Innovation Fund, EquityPitcher Ventures, Ship2B","378,851"
Series A - Milano Vice,https://www.crunchbase.com/funding_round/milano-vice-series-a--6a812e35,Milano Vice,https://www.crunchbase.com/organization/milano-vice,Series A,"Berlin, Berlin, Germany, Europe",8300000,EUR,9246664,2023-07-12,Early Stage Venture,,,,Yes,Milano Vice is building a new virtual food brand by working with professional kitchens to prepare and deliver delicious pizzas to home.,"Food and Beverage, Restaurants, Shipping",,https://www.milano-vice.de,,14200000,EUR,15164572,Early Stage Venture,2,Coefficient Capital,8,3,"Christian Gaiser, Coefficient Capital, David Brunier, Geschwister Oetker, Ole Strohschnieder, Speedinvest, True., Wittleben Fabian","86,656"
Series C - MILES,https://www.crunchbase.com/funding_round/miles-mobility-series-c--e5e07a93,MILES,https://www.crunchbase.com/organization/miles-mobility,Series C,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,Late Stage Venture,,,,Yes,MILES is an independent carsharing and modern mobility.,"Apps, Automotive, Car Sharing",,https://miles-mobility.com,$10M to $50M,5000000,EUR,5687053,,5,,1,1,ABACON CAPITAL,"415,925"
Series B - Mimi Hearing Technologies,https://www.crunchbase.com/funding_round/mimi-hearing-technologies-series-b--75cc4a23,Mimi Hearing Technologies,https://www.crunchbase.com/organization/mimi-hearing-technologies,Series B,"Berlin, Berlin, Germany, Europe",25000000,USD,25000000,2021-12-15,Early Stage Venture,,,,Yes,Mimi develops and licenses sound personalization technology to be integrated to all consumer electronic devices,"Consumer Electronics, Health Care, Medical Device",,http://www.mimi.io,$10M to $50M,25000000,USD,25000000,Early Stage Venture,4,"MIG Capital, Salvia GmbH",4,3,"ABACON CAPITAL, Atlantic Labs, MIG Capital, Salvia GmbH","212,401"
"Series A - Mintbase, Inc.",https://www.crunchbase.com/funding_round/mintbase-series-a--8efcc318,"Mintbase, Inc.",https://www.crunchbase.com/organization/mintbase,Series A,"Berlin, Berlin, Germany, Europe",7500000,USD,7500000,2022-04-19,Early Stage Venture,,,,Yes,Digital assets minted and backed by you,"Cryptocurrency, Financial Services, Information Technology",,https://mintbase.io/,$1M to $10M,13500000,USD,13500000,Early Stage Venture,4,Woodstock Fund,10,1,"Animoca Brands, Bixin Ventures, Ceras Ventures, Coinbase Ventures, Figment Capital, Fundamental Labs, Libertus Capital, Sino Capital Group, TRGC, Woodstock Fund","536,831"
Private Equity Round - Mister Spex,https://www.crunchbase.com/funding_round/mister-spex-private-equity--e3f800d8,Mister Spex,https://www.crunchbase.com/organization/mister-spex,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2020-03-01,Private Equity,,,,Yes,Mister Spex is an online store that sells various brands of glasses and contact lenses.,"E-Commerce, Eyewear, Internet, Retail, Shopping",,http://misterspex.de,$100M to $500M,158009427,USD,158009427,IPO,11,,1,,COI Partners,"397,230"
Series A - Mobius Labs,https://www.crunchbase.com/funding_round/mobius-labs-series-a--ff271b3f,Mobius Labs,https://www.crunchbase.com/organization/mobius-labs,Series A,"Berlin, Berlin, Germany, Europe",5200000,EUR,6174144,2021-09-06,Early Stage Venture,,,,Yes,"Mobius Labs develops cost-effective and scalable AI metadata solutions for applications, devices, and processes.",Information Technology,,https://mobiuslabs.com,$1M to $10M,7299144,USD,7299144,Early Stage Venture,3,Ventech,9,2,"APEX Ventures, Atlantic Labs, Charlie Songhurst, Lunar Ventures, Marcus Ruebsam, Martin Ott, Space Capital, Sridhar Ramaswamy, Ventech","398,586"
Series A - Mondarella,https://www.crunchbase.com/funding_round/mondarella-series-a--5d56787a,Mondarella,https://www.crunchbase.com/organization/mondarella,Series A,"Berlin, Berlin, Germany, Europe",5000000,EUR,5289248,2023-10-31,Early Stage Venture,,,,Yes,"Mondarella plant-based cheese, vegan cheese, food-tech, food bio-tech, food innovation, plant-based, cheese.","Alternative Protein, Plant-Based Foods",,https://mondarella.eu,,8000000,EUR,8205698,Early Stage Venture,2,Sparkfood,1,,Sparkfood,"98,602"
Series A - Mondu,https://www.crunchbase.com/funding_round/mondu-series-a--dcb7899d,Mondu,https://www.crunchbase.com/organization/mondu,Series A,"Berlin, Berlin, Germany, Europe",39980000,EUR,43070062,2022-05-30,Early Stage Venture,145000000,EUR,156207077,Yes,Mondu is a fintech company that offers B2B payment services.,"B2B, Developer APIs, Financial Services, Payments",,https://www.mondu.ai,$1M to $10M,122141724,USD,122141724,Early Stage Venture,5,Valar Ventures,3,2,"Cherry Ventures, FinTech Collective, Valar Ventures","183,773"
Series A - Mondu,https://www.crunchbase.com/funding_round/mondu-series-a--e60c93af,Mondu,https://www.crunchbase.com/organization/mondu,Series A,"Berlin, Berlin, Germany, Europe",13000000,USD,13000000,2023-01-13,Early Stage Venture,,,,Yes,Mondu is a fintech company that offers B2B payment services.,"B2B, Developer APIs, Financial Services, Payments",,https://www.mondu.ai,$1M to $10M,122141724,USD,122141724,Early Stage Venture,5,Valar Ventures,2,2,"FinTech Collective, Valar Ventures","247,065"
Series B - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-b--4cd22602,Moonfare,https://www.crunchbase.com/organization/moonfare,Series B,"Berlin, Berlin, Germany, Europe",,,,2021-03-12,Early Stage Venture,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,Fidelity International Strategic Ventures,1,,Fidelity International Strategic Ventures,"264,818"
Series C - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-c--8027c1dd,Moonfare,https://www.crunchbase.com/organization/moonfare,Series C,"Berlin, Berlin, Germany, Europe",15000000,USD,15000000,2023-02-07,Late Stage Venture,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,,1,,7GC & Co,"390,536"
Series C - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-c--0961efcb,Moonfare,https://www.crunchbase.com/organization/moonfare,Series C,"Berlin, Berlin, Germany, Europe",125000000,USD,125000000,2021-11-01,Late Stage Venture,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,Insight Partners,1,1,Insight Partners,"543,590"
Series C - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-c--18d81ccf,Moonfare,https://www.crunchbase.com/organization/moonfare,Series C,"Berlin, Berlin, Germany, Europe",35000000,USD,35000000,2022-03-29,Late Stage Venture,565000000,USD,565000000,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,Vitruvian Partners,1,1,Vitruvian Partners,"633,727"
Series A - Moonfare,https://www.crunchbase.com/funding_round/moonfare-series-a--e76fb202,Moonfare,https://www.crunchbase.com/organization/moonfare,Series A,"Berlin, Berlin, Germany, Europe",,,,2021-03-01,Early Stage Venture,,,,Yes,"Moonfare is a digital platform that provides HNWI, family offices, banks and their advisors access to top-tier private markets investments.","Asset Management, Finance, Financial Services, FinTech, Wealth Management",,http://www.moonfare.com,Less than $1M,175000000,USD,175000000,Late Stage Venture,8,,,,,"608,743"
Series B - Morressier,https://www.crunchbase.com/funding_round/morressier-series-b--359f4900,Morressier,https://www.crunchbase.com/organization/morressier,Series B,"Berlin, Berlin, Germany, Europe",15120000,EUR,16416617,2024-01-23,Early Stage Venture,,,,Yes,"Morressier is your partner in early-stage and conference research, extending the value of your event long after it’s over.","Event Management, Events, Information Technology, Market Research, Meeting Software, Software, Video Conferencing",,https://www.morressier.com,$1M to $10M,40616617,USD,40616617,Early Stage Venture,4,Molten Ventures,4,4,"Cherry Ventures, Molten Ventures, Owl Ventures, redalpine","61,212"
Series A - Morressier,https://www.crunchbase.com/funding_round/morressier-series-a--6b32ae96,Morressier,https://www.crunchbase.com/organization/morressier,Series A,"Berlin, Berlin, Germany, Europe",18000000,USD,18000000,2021-05-13,Early Stage Venture,,,,Yes,"Morressier is your partner in early-stage and conference research, extending the value of your event long after it’s over.","Event Management, Events, Information Technology, Market Research, Meeting Software, Software, Video Conferencing",,https://www.morressier.com,$1M to $10M,40616617,USD,40616617,Early Stage Venture,4,Owl Ventures,3,2,"Cherry Ventures, Owl Ventures, redalpine","559,046"
Series B - Moss,https://www.crunchbase.com/funding_round/mosscredit-series-b--b87fbec5,Moss,https://www.crunchbase.com/organization/mosscredit,Series B,"Berlin, Berlin, Germany, Europe",75000000,EUR,85068736,2022-01-19,Early Stage Venture,425000000,EUR,482056168,Yes,The corporate credit card built for your entire spend.,"Accounting, Credit Cards, Financial Services, FinTech",,https://getmoss.com/,$100M to $500M,203579020,USD,203579020,,7,Tiger Global Management,5,1,"A-Star, Cherry Ventures, Global Founders Capital, Tiger Global Management, Valar Ventures","256,631"
Series A - Moss,https://www.crunchbase.com/funding_round/mosscredit-series-a--1f103274,Moss,https://www.crunchbase.com/organization/mosscredit,Series A,"Berlin, Berlin, Germany, Europe",25000000,EUR,29192512,2021-08-19,Early Stage Venture,,,,Yes,The corporate credit card built for your entire spend.,"Accounting, Credit Cards, Financial Services, FinTech",,https://getmoss.com/,$100M to $500M,203579020,USD,203579020,,7,Valar Ventures,3,1,"Cherry Ventures, Global Founders Capital, Valar Ventures","621,161"
Series A - Moss,https://www.crunchbase.com/funding_round/mosscredit-series-a--2267bcb7,Moss,https://www.crunchbase.com/organization/mosscredit,Series A,"Berlin, Berlin, Germany, Europe",21000000,EUR,25516682,2021-01-14,Early Stage Venture,79000000,EUR,95991329,Yes,The corporate credit card built for your entire spend.,"Accounting, Credit Cards, Financial Services, FinTech",,https://getmoss.com/,$100M to $500M,203579020,USD,203579020,,7,Valar Ventures,3,,"Cherry Ventures, Global Founders Capital, Valar Ventures","562,436"
Series C - Mymoria,https://www.crunchbase.com/funding_round/mymoria-gmbh-series-c--bab17eca,Mymoria,https://www.crunchbase.com/organization/mymoria-gmbh,Series C,"Berlin, Berlin, Germany, Europe",15000000,EUR,17787749,2021-06-30,Late Stage Venture,,,,Yes,MYMORIA offers an one-stop-online-shop for full configuration and complete commissioning of funerals.,"Funerals, Location Based Services, Online Portals",,https://www.mymoria.de/de,$1M to $10M,15000000,EUR,17787749,Late Stage Venture,4,,6,,"b2venture, DvH Ventures, Egora Holding, HOWZAT Partners, IBB Ventures, Kalodion GmbH","72,142"
Series A - MYNE Homes,https://www.crunchbase.com/funding_round/myne-homes-series-a--bd27aefc,MYNE Homes,https://www.crunchbase.com/organization/myne-homes,Series A,"Berlin, Berlin, Germany, Europe",40000000,EUR,43329997,2024-08-01,Early Stage Venture,,,,Yes,MYNE Homes is a digital co-ownership platform for vacation properties.,"Real Estate, Real Estate Investment, Rental Property",,https://www.myne-homes.de,,63500000,EUR,67268844,Early Stage Venture,4,Limestone Capital AG,4,2,"blueworld.group, Limestone Capital AG, Motive Ventures, Scope Hanson","6,393"
Series A - Myo,https://www.crunchbase.com/funding_round/myo-series-a--f56d3c77,Myo,https://www.crunchbase.com/organization/myo,Series A,"Berlin, Berlin, Germany, Europe",8000000,EUR,8643565,2024-01-31,Early Stage Venture,,,,Yes,Myo Is a communication platform for nursing homes.,"Health Care, Hospitality, Nursing and Residential Care",,http://www.myo.de/,$1M to $10M,12500000,EUR,13900539,Early Stage Venture,4,TVM Capital Life Science,10,2,"Agaplesion, Axel Springer Plug and Play Accelerator, BonVenture, Capacura, Carpediem Capital, Mountain Partners, Round Hill Ventures, Think.Health, TVM Capital Life Science, Twip Impact Ventures","188,001"
Series A - Myos,https://www.crunchbase.com/funding_round/myosfinance-series-a--a136cfed,Myos,https://www.crunchbase.com/organization/myosfinance,Series A,"Berlin, Berlin, Germany, Europe",5300000,EUR,6215500,2021-03-31,Early Stage Venture,,,,Yes,"Rethinking working capital | Myos helps merchants of all kind grow to scale, fully digital, flexible and without personal guarantees","B2B, Big Data, E-Commerce, FinTech, Lending, Machine Learning, Marketplace",,https://myos.com,Less than $1M,38085000,EUR,44378051,Early Stage Venture,9,"Fasanara Capital, Xploration Capital",3,1,"Fasanara Capital, Tomahawk.VC, Xploration Capital","270,112"
Series E - N26,https://www.crunchbase.com/funding_round/n26-series-e--6609a6fd,N26,https://www.crunchbase.com/organization/n26,Series E,"Berlin, Berlin, Germany, Europe",775000000,EUR,900050287,2021-10-18,Late Stage Venture,6975000000,EUR,8100452580,Yes,N26 is a financial services company that offers mobile banking solutions.,"Banking, Finance, Financial Services, FinTech, InsurTech",,https://n26.com,Less than $1M,1719059587,USD,1719059587,Late Stage Venture,12,"Coatue, Third Point Ventures",6,1,"Coatue, Dragoneer Investment Group, HMC Capital, KAAN Ventures, northstar.vc, Third Point Ventures","81,328"
Series D - N26,https://www.crunchbase.com/funding_round/n26-series-d--f1dd9539,N26,https://www.crunchbase.com/organization/n26,Series D,"Berlin, Berlin, Germany, Europe",100000000,USD,100000000,2020-05-05,Late Stage Venture,3400000000,USD,3400000000,Yes,N26 is a financial services company that offers mobile banking solutions.,"Banking, Finance, Financial Services, FinTech, InsurTech",,https://n26.com,Less than $1M,1719059587,USD,1719059587,Late Stage Venture,12,,10,3,"Allianz X, Battery Ventures, Earlybird Venture Capital, GIC, Greyhound Capital, Horizons Ventures, Insight Partners, redalpine, Tencent, Valar Ventures","644,524"
Series D - N26,https://www.crunchbase.com/funding_round/n26-series-d--c7eed1fc,N26,https://www.crunchbase.com/organization/n26,Series D,"Berlin, Berlin, Germany, Europe",30000000,EUR,36216225,2021-02-26,Late Stage Venture,3500000000,USD,3500000000,Yes,N26 is a financial services company that offers mobile banking solutions.,"Banking, Finance, Financial Services, FinTech, InsurTech",,https://n26.com,Less than $1M,1719059587,USD,1719059587,Late Stage Venture,12,,4,1,"Crystalon Finanz, Earlybird Venture Capital, Ilavska Vuillermoz Capital, Left Lane Capital","479,082"
Series A - n8n,https://www.crunchbase.com/funding_round/n8n-io-series-a--f35d173b,n8n,https://www.crunchbase.com/organization/n8n-io,Series A,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2024-02-19,Early Stage Venture,,,,Yes,Your low-code automation tool for connecting anything to everything.,SaaS,,https://n8n.io/,Less than $1M,20000000,USD,20000000,Early Stage Venture,4,Felicis,4,,"Automattic, Felicis, Illusian Founder Office, Sequoia Capital","44,176"
Series A - n8n,https://www.crunchbase.com/funding_round/n8n-io-series-a--53c9c399,n8n,https://www.crunchbase.com/organization/n8n-io,Series A,"Berlin, Berlin, Germany, Europe",12000000,USD,12000000,2021-04-26,Early Stage Venture,,,,Yes,Your low-code automation tool for connecting anything to everything.,SaaS,,https://n8n.io/,Less than $1M,20000000,USD,20000000,Early Stage Venture,4,Felicis,6,2,"Felicis, Firstminute Capital, Harpoon, Ilkka Paananen, Illusian Founder Office, Sequoia Capital","337,522"
Series A - Nelly,https://www.crunchbase.com/funding_round/nelly-series-a--2f2f7ef8,Nelly,https://www.crunchbase.com/organization/nelly,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,16418169,2023-06-15,Early Stage Venture,,,,Yes,Nelly provides a tool for medical practices that simplifies patient onboarding and payments.,"Financial Services, Health Care, Insurance, Medical, Payments",,https://www.getnelly.de,$1M to $10M,19000000,EUR,20619629,Early Stage Venture,4,Lakestar,4,1,"arc investors, b2venture, Lakestar, Motive Partners","91,293"
Series B - Next Big Thing,https://www.crunchbase.com/funding_round/next-big-thing-ag-series-b--61ae1ee0,Next Big Thing,https://www.crunchbase.com/organization/next-big-thing-ag,Series B,"Berlin, Berlin, Germany, Europe",19000000,EUR,22429306,2021-07-26,Early Stage Venture,,,,Yes,Next Big Thing AG (NBT) is the leading venture studio and early-stage investment company in the Machine Economy.,"Artificial Intelligence (AI), Blockchain, Hardware, Information Technology, Innovation Management, Internet of Things, Software",,http://www.nextbigthing.ag,$1M to $10M,31000000,EUR,35948072,Early Stage Venture,2,,,,,"409,804"
Series A - Next Matter,https://www.crunchbase.com/funding_round/next-matter-series-a--7b253d4d,Next Matter,https://www.crunchbase.com/organization/next-matter,Series A,"Berlin, Berlin, Germany, Europe",16000000,USD,16000000,2022-06-14,Early Stage Venture,,,,Yes,"All your operations, all in one place.","Collaboration, Enterprise Software, Information Technology, Real Time, SaaS, Software",,https://nextmatter.com/,$1B to $10B,20000000,USD,20000000,Early Stage Venture,2,OMERS Ventures,7,3,"BlueYard Capital, Charles Songhurst, Crane Venture Partners, Frank Freund, Marius Luther, OMERS Ventures, Tamaz Georgadze","148,720"
Series C - Numa,https://www.crunchbase.com/funding_round/cosi-hospitality-series-c--b2fd6897,Numa,https://www.crunchbase.com/organization/cosi-hospitality,Series C,"Berlin, Berlin, Germany, Europe",55000000,EUR,58252839,2023-09-25,Late Stage Venture,,,,Yes,NUMA Group is a digital hospitality platform that provides short and mid-term rentals and travel accommodations.,"Hospitality, Hotel, Rental, Travel, Travel Accommodations",,https://numastays.com,Less than $1M,119440000,EUR,133017790,Late Stage Venture,4,Verlinvest,6,5,"Cape Capital AG, Cherry Ventures, DN Capital, Headline, Soravia, Verlinvest","406,944"
Series A - Numa,https://www.crunchbase.com/funding_round/cosi-hospitality-series-a--f39555b3,Numa,https://www.crunchbase.com/organization/cosi-hospitality,Series A,"Berlin, Berlin, Germany, Europe",20000000,EUR,24093396,2021-03-03,Early Stage Venture,,,,Yes,NUMA Group is a digital hospitality platform that provides short and mid-term rentals and travel accommodations.,"Hospitality, Hotel, Rental, Travel, Travel Accommodations",,https://numastays.com,Less than $1M,119440000,EUR,133017790,Late Stage Venture,4,Soravia,6,3,"Andreas Bremke, Cherry Ventures, Flixfounders, Headline, Kreos Capital, Soravia","444,584"
Private Equity Round - Nuri,https://www.crunchbase.com/funding_round/nuribanking-private-equity--610474cc,Nuri,https://www.crunchbase.com/organization/nuribanking,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2023-01-01,Private Equity,,,,Yes,Nuri empowers people to manage and grow their wealth through innovative technologies.,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",,https://nuri.com/,$10M to $50M,42296429,EUR,49174004,,10,,,,,"225,241"
Series B - Nuri,https://www.crunchbase.com/funding_round/nuribanking-series-b--1e70e745,Nuri,https://www.crunchbase.com/organization/nuribanking,Series B,"Berlin, Berlin, Germany, Europe",9000000,EUR,10748245,2021-06-27,Early Stage Venture,,,,Yes,Nuri empowers people to manage and grow their wealth through innovative technologies.,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",,https://nuri.com/,$10M to $50M,42296429,EUR,49174004,,10,,2,1,"coparion, DIP Capital","634,747"
Series B - Nuri,https://www.crunchbase.com/funding_round/nuribanking-series-b--2b753753,Nuri,https://www.crunchbase.com/organization/nuribanking,Series B,"Berlin, Berlin, Germany, Europe",15000000,EUR,17906172,2020-11-30,Early Stage Venture,,,,Yes,Nuri empowers people to manage and grow their wealth through innovative technologies.,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",,https://nuri.com/,$10M to $50M,42296429,EUR,49174004,,10,Earlybird Venture Capital,3,,"coparion, Earlybird Venture Capital, Global Brain Corporation","601,909"
Series A - Nuventura,https://www.crunchbase.com/funding_round/nuventura-series-a--f76a498f,Nuventura,https://www.crunchbase.com/organization/nuventura,Series A,"Berlin, Berlin, Germany, Europe",25000000,EUR,26811635,2023-09-05,Early Stage Venture,,,,Yes,"Nuventura developed GIS switchgear that replaces SF6 with air, while at the same time, building on all the advantages of SF6 switchgear.",Renewable Energy,,http://www.nuventura.com,$1M to $10M,30051617,EUR,32604790,Early Stage Venture,8,Mirova,8,3,"ADB Ventures, Cycle Group, DOEN Participaties, EIC Accelerator, FORWARD.one, Future Energy Ventures, IBB Ventures, Mirova","599,104"
Series A - Nyonic,https://www.crunchbase.com/funding_round/nyonic-series-a--e085c824,Nyonic,https://www.crunchbase.com/organization/nyonic,Series A,"Berlin, Berlin, Germany, Europe",,,,2023-07-13,Early Stage Venture,,,,Yes,Nyonic provides cutting-edge AI technologies to tackle tough problems for businesses.,"Artificial Intelligence (AI), Information Technology, Software",,https://nyonic.ai,,,,,Early Stage Venture,1,Lenovo Capital and Incubator Group (LCIG),1,2,Lenovo Capital and Incubator Group (LCIG),"58,998"
Series A - OBJECTS Manufacturing,https://www.crunchbase.com/funding_round/objects-manufacturing-series-a--d72b399b,OBJECTS Manufacturing,https://www.crunchbase.com/organization/objects-manufacturing,Series A,"Berlin, Berlin, Germany, Europe",,,,2024-02-01,Early Stage Venture,4000000,EUR,4349750,Yes,OBJECTS Manufacturing provides relief to the supply crisis in vinyl record manufacturing.,"Manufacturing, Media and Entertainment, Music, Plastics and Rubber Manufacturing, Printing",,https://objectsmanufacturing.com/,,,,,Early Stage Venture,1,,,,,"80,471"
Private Equity Round - Oceansapart,https://www.crunchbase.com/funding_round/oceansapart-private-equity--b4970e0b,Oceansapart,https://www.crunchbase.com/organization/oceansapart,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2021-09-01,Private Equity,,,,Yes,Oceansapart is a textile manufacturing and e-commerce store.,"E-Commerce, Fashion, Manufacturing",,https://www.oceansapart.com/en,,1000000,EUR,1126113,Private Equity,3,,1,,Altor,"285,003"
Post-IPO Equity - Oceansix,https://www.crunchbase.com/funding_round/oceansix-post-ipo-equity--fdec04a6,Oceansix,https://www.crunchbase.com/organization/oceansix,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",3000000,CAD,2179718,2024-06-11,,,,,Yes,Oceansix is a Germany based company focused on developing technologies and product solutions from recovered materials.,Plastics and Rubber Manufacturing,,https://oceansix.com/,,3000000,CAD,2179718,M&A,1,,,,,"185,204"
Series E - Omio,https://www.crunchbase.com/funding_round/omio-series-e--d8154b8c,Omio,https://www.crunchbase.com/organization/omio,Series E,"Berlin, Berlin, Germany, Europe",80000000,USD,80000000,2022-06-20,Late Stage Venture,,,,Yes,"Omio offers a multi-mode search tool that compares and combines rail, air, bus, and car for destinations.","Internet, Search Engine, Software, Travel, Travel Accommodations",,https://www.omio.com,$1M to $10M,596000000,USD,596000000,Late Stage Venture,11,,5,,"Goldman Sachs Asset Management, Lazard Asset Management, New Enterprise Associates, Stack Capital, Temasek Holdings","521,025"
Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--096e332e,omni:us,https://www.crunchbase.com/organization/omnius,Series A,"Berlin, Berlin, Germany, Europe",13000000,USD,13000000,2020-02-27,Early Stage Venture,,,,Yes,omni:us is the leading provider of intelligent insurance claim automation.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",,http://omnius.com/,Less than $1M,58364315,USD,58364315,Early Stage Venture,8,"CommerzVentures, Viola FinTech",3,3,"CommerzVentures, UNIQA Ventures, Viola FinTech","13,362"
Series A - omni:us,https://www.crunchbase.com/funding_round/omnius-series-a--946782c1,omni:us,https://www.crunchbase.com/organization/omnius,Series A,"Berlin, Berlin, Germany, Europe",12000000,GBP,14255540,2022-11-15,Early Stage Venture,,,,Yes,omni:us is the leading provider of intelligent insurance claim automation.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",,http://omnius.com/,Less than $1M,58364315,USD,58364315,Early Stage Venture,8,,1,,WGV Insurance,"642,746"
Series D - OneFootball,https://www.crunchbase.com/funding_round/the-football-app-series-d--eed089f3,OneFootball,https://www.crunchbase.com/organization/the-football-app,Series D,"Berlin, Berlin, Germany, Europe",,,,2021-06-30,Late Stage Venture,,,,Yes,OneFootball is an app and platform that provides comprehensive coverage of international soccer leagues and competitions.,"Apps, Mobile Apps, News, Software, Sports",,https://company.onefootball.com,$100M to $500M,441957137,USD,441957137,,9,,1,,ABACON CAPITAL,"264,396"
Series D - OneFootball,https://www.crunchbase.com/funding_round/the-football-app-series-d--e2e2129e,OneFootball,https://www.crunchbase.com/organization/the-football-app,Series D,"Berlin, Berlin, Germany, Europe",300000000,USD,300000000,2022-04-26,Late Stage Venture,700000000,USD,700000000,Yes,OneFootball is an app and platform that provides comprehensive coverage of international soccer leagues and competitions.,"Apps, Mobile Apps, News, Software, Sports",,https://company.onefootball.com,$100M to $500M,441957137,USD,441957137,,9,Liberty City Ventures,9,3,"Alsara, Animoca Brands, DAH Beteiligungs GmbH, Dapper Labs, Earlybird Venture Capital, Liberty City Ventures, Quiet Capital, RIT Capital Partners, Senator Investment Group","270,416"
Series A - ONO,https://www.crunchbase.com/funding_round/tretbox-series-a--37845fba,ONO,https://www.crunchbase.com/organization/tretbox,Series A,"Berlin, Berlin, Germany, Europe",6000000,EUR,6280421,2022-12-06,Early Stage Venture,,,,Yes,Trailblazing emission-free transportation of goods within cities.,"Automotive, Last Mile Transportation, Logistics, Transportation",,https://onomotion.com/,$1M to $10M,26527119,USD,26527119,Early Stage Venture,11,,3,,"European Innovation Council, Proeza Ventures, Zu na mi","481,107"
Series A - ooblee,https://www.crunchbase.com/funding_round/ooblee-series-a--e82ee6aa,ooblee,https://www.crunchbase.com/organization/ooblee,Series A,"Berlin, Berlin, Germany, Europe",,,,2023-01-15,Early Stage Venture,66000000,EUR,71427953,Yes,"ooblee is a multi-feature, community first sales engine with focus on local brick & mortar stores – a social commerce solution","E-Commerce, Mobile Apps, Social Media, Social Network, Social Shopping",,http://www.ooblee.com,$1M to $10M,4000000,EUR,4711520,Early Stage Venture,2,,,,,"511,349"
