Funding ID,Organization Name,Funding Type,Money Raised,Announced Date,Lead Investors,Number of Investors,Investor Names,Company ID
000218,Everphone,Series B,34000000.0,2020-07-28,Signals Venture Capital,10.0,"['AlleyCorp', 'Angel Invest', 'ApolloCapital', 'Cadence Growth Capital', 'Deutsche Telekom Strategic Investments', 'Etienne Boillot', 'Jana Hecker', 'NIBC Bank N.V.', 'Signals Venture Capital', 'Tony Jamous']",000525
000219,Fabrikatör - Virtual Head of Operations,Pre-Seed,50000.0,2020-06-01,APX,1.0,['APX'],000000
000220,Fastic,Seed,5000000.0,2020-10-06,,8.0,"['Benjamin Bak', 'BLN Capital', 'Feliks Eyser', 'Jan Beckers', 'Janosch Kühn', 'Lawrence Leuschner', 'Robin Behlau', 'Rolf Schromgens']",000538
000221,Felmo,Seed,,2020-07-23,HV Capital,3.0,"['468 Capital', 'HV Capital', 'MPGI']",000542
000222,femtasy,Seed,2450000.0,2020-02-01,,3.0,"['Feliks Eyser', 'Jens Hilgers', 'Rolf Schromgens']",000544
000223,FinCompare - Smarter Business Finance,Series A,12000000.0,2020-03-05,"ING Ventures, Speedinvest, UNIQA Ventures",6.0,"['365.fintech', 'Elevator Ventures', 'ING Ventures', 'Rancilio Cube Sicaf', 'Speedinvest', 'UNIQA Ventures']",000549
000224,Finiata,Series A,7000000.0,2020-11-11,,5.0,"['DN Capital', 'European Investment Fund', 'KAYA', 'Manta Ray Ventures', 'redalpine']",000550
000225,Finoa,Seed,2100000.0,2020-01-07,"coparion, Venture Stars",3.0,"['coparion', 'Signature Ventures', 'Venture Stars']",000552
000226,Flexcavo,Pre-Seed,500000.0,2020-07-01,Picus Capital,1.0,['Picus Capital'],000000
000227,Foodcircle,Seed,,2020-08-12,,6.0,"['b2venture', 'Christian Gaiser', 'coparion', 'Discovery Ventures', 'Gerald Schoenbucher', 'Market One Capital']",000562
000228,FORMEL Skin,Seed,5000000.0,2020-12-08,Cherry Ventures,3.0,"['Cherry Ventures', 'Heartcore Capital', 'Vorwerk Ventures']",000000
000229,Formo,Series A,,2020-08-03,,1.0,['Good Seed Ventures'],000567
000230,Forto,Series B,50000000.0,2020-07-31,Inven Capital,8.0,"['Cavalry Ventures', 'Cherry Ventures', 'H14', 'Inven Capital', 'IRIS', 'Maersk Growth', 'Northzone', 'Rider Global']",000568
000231,Fractal,Venture - Series Unknown,,2020-01-01,,1.0,"[""Czhang's Digital Investment""]",000570
000232,Fractal Protocol,Venture - Series Unknown,,2020-01-01,,1.0,['Axia8 Ventures'],000571
000233,FRAMEN,Series A,,2020-08-01,SoftBank,2.0,"['Linden Capital', 'SoftBank']",000572
000234,Frameright,Pre-Seed,400000.0,2020-12-01,SCNE,1.0,['SCNE'],000573
000235,Fridai the Gamer Assistant,Pre-Seed,100000.0,2020-10-05,,1.0,['TheVentureCity'],000000
000236,Fridai the Gamer Assistant,Angel,40000.0,2020-10-07,,,[''],000000
000237,Fridai the Gamer Assistant,Pre-Seed,35000.0,2020-01-21,Startupbootcamp,1.0,['Startupbootcamp'],000000
000238,Gapless,Seed,5500000.0,2020-04-29,,5.0,"['EOS VC Fund', 'Kersten Jodexnis', 'LA ROCA Capital', 'Porsche Ventures', 'Startup Autobahn']",000586
000239,Garden,Seed,3100000.0,2020-11-17,Crowberry Capital,3.0,"['byFounders', 'Crowberry Capital', 'Fly Ventures']",000587
000240,getquin,Pre-Seed,50000.0,2020-04-06,APX,1.0,['APX'],000000
000241,getquin,Seed,1000000.0,2020-10-01,Sino AG,3.0,"['APX', 'Runa Capital', 'Sino AG']",000000
000242,GetYourGuide,Convertible Note,114000000.0,2020-10-29,Searchlight Capital Partners,15.0,"['Battery Ventures', 'H14', 'Heartcore Capital', 'Highland Europe', 'Johannes Reck', 'Kohlberg Kravis Roberts', 'Lakestar', 'LionTree', 'Martin Sieber', 'NGP Capital', 'Searchlight Capital Partners', 'SoftBank Vision Fund', 'Spark Capital', 'Tao Tao', 'Tobias Rein']",000000
000243,GetYourGuide,Series F,,2020-10-29,,1.0,['LionTree'],000000
000244,gitti,Seed,3000000.0,2020-09-04,Grazia Equity,3.0,"['b2venture', 'Grazia Equity', 'Julius Göllner']",000597
000245,GlassDollar,Pre-Seed,,2020-07-27,,1.0,['Hauer Ventures'],000599
000246,Gorillas,Seed,1200000.0,2020-08-12,FoodLabs,3.0,"['FoodLabs', 'Matthias Wilrich', 'Tet Ventures']",000000
000247,Gorillas,Series A,44000000.0,2020-11-16,Coatue,4.0,"['Christian Edler', 'Coatue', 'Discovery Ventures', 'FoodLabs']",000000
000248,GovMind,Pre-Seed,,2020-12-20,,1.0,['Public'],000000
000249,GreenCircle,Pre-Seed,25000.0,2020-11-01,,,[''],000000
000250,Habyt,Series A,3450000.0,2020-07-22,P101,2.0,"['P101', 'Picus Capital']",000613
000251,HARPOCRATES Solutions,Pre-Seed,,2020-11-19,,1.0,['Startupbootcamp FinTech Melbourne'],000000
000252,HARPOCRATES Solutions,Pre-Seed,,2020-08-28,,1.0,['Startupbootcamp Australia'],000000
000253,Hasty.ai,Seed,3700000.0,2020-09-01,Shasta Ventures,3.0,"['coparion', 'iRobot Ventures', 'Shasta Ventures']",000617
000254,heartbeat medical,Series A,5000000.0,2020-10-05,b2venture,6.0,"['b2venture', 'HGDF', 'HTGF | High-Tech Gruenderfonds', 'HV Capital', 'Matthias Hilpert', 'Walter Ventures']",000000
000255,HelloBetter,Seed,3000000.0,2020-01-30,Hevella Capital,2.0,"['Hevella Capital', 'Ideamed Health Group']",000620
000256,heyData,Angel,,2020-12-15,,8.0,"['Benjamin Bauer', 'Felix Plog', 'Jan Sroka', 'Konstantin Sorger', 'Robin Haak', 'Roman Rittweger', 'Sven Grajetzki', 'Tom Frank']",000631
000257,HIGH MOBILITY,Venture - Series Unknown,,2020-03-12,Deutsche Automobil Treuhand,3.0,"['Deutsche Automobil Treuhand', 'Fabian von Kuenheim', 'IBB Ventures']",000000
000258,HiPeople,Pre-Seed,1100000.0,2020-01-15,,2.0,"['Capnamic Ventures', 'Cherry Ventures']",000633
000259,Hive,Pre-Seed,,2020-04-20,Picus Capital,1.0,['Picus Capital'],000000
000260,HomeBeat.Live,Pre-Seed,,2020-02-01,,,[''],000634
000261,homecar24,Seed,,2020-02-05,,,[''],000636
000262,Homeday,Series C,40000000.0,2020-06-15,"Axel Springer, PurpleBricks",2.0,"['Axel Springer', 'PurpleBricks']",000637
000263,HomeTiger,Series A,14000000.0,2020-09-21,"Airbridge Equity Partners, DN Capital",2.0,"['Airbridge Equity Partners', 'DN Capital']",000638
000264,Honest & Rare,Seed,75000.0,2020-12-01,,,[''],000639
000265,HRGlobal GmbH,Seed,30000.0,2020-05-27,Zinner Global Mobility,2.0,"['Beate Hild', 'Zinner Global Mobility']",000000
000266,Humanoo,Series A,2280374.0,2020-09-07,Rheingau Founders,3.0,"['Creathor Ventures', 'DvH Ventures', 'Rheingau Founders']",000649
000267,Hygraph,Seed,2500000.0,2020-05-04,Peak,2.0,"['Peak', 'SquareOne Venture Capital']",000652
000268,Hypatos,Seed,10000000.0,2020-09-03,"BlackFin Capital Partners, Grazia Equity, UVC Partners",4.0,"['BlackFin Capital Partners', 'Grazia Equity', 'Plug and Play', 'UVC Partners']",000653
000269,HYRE,Pre-Seed,155000.0,2020-03-30,,1.0,['APX'],000000
000270,Ib Vogt,Private Equity,135000000.0,2020-09-03,EIG Global Energy Partners(EIG),1.0,['EIG Global Energy Partners(EIG)'],000000
000271,ikas,Pre-Seed,500000.0,2020-08-20,QNBEYOND Ventures,1.0,['QNBEYOND Ventures'],000000
000272,Infarm,Series C,170000000.0,2020-09-16,Lightrock,9.0,"['Astanor Ventures', 'Atomico', 'Bonnier Ventures', 'Hanaco Venture Capital', 'Haniel', 'Latitude', 'Lightrock', 'Tres Monos Capital', 'TriplePoint Capital']",000000
000273,Influnate,Seed,,2020-12-18,Mittelständische Beteiligungsgesellschaft Thüringen,3.0,"['bm-t beteiligungsmanagement thuringen', 'Mittelständische Beteiligungsgesellschaft Thüringen', 'NT Neue Technologie']",000662
000274,INHUBBER,Pre-Seed,180000.0,2020-09-01,,1.0,['Business angels'],000000
000275,INPERA,Seed,,2020-11-26,,,[''],000665
000276,insha,Seed,2500000.0,2020-10-20,,,[''],000668
000277,InstaFreight,Series A,8000000.0,2020-01-16,Shell Ventures,1.0,['Shell Ventures'],000671
000278,Inuru,Series A,2300000.0,2020-06-06,ARIA Fund,1.0,['ARIA Fund'],000673
000279,Jina AI,Seed,5500000.0,2020-09-22,GGV Capital,3.0,"['GGV Capital', 'SAP.iO', 'Yunqi Partners']",000000
000280,Jina AI,Seed,2000000.0,2020-02-01,Yunqi Partners,1.0,['Yunqi Partners'],000000
000281,Journeyman,Pre-Seed,,2020-12-15,Atlantic Labs,2.0,"['Atlantic Labs', 'Tiny VC']",000000
000282,Kausa,Seed,,2020-08-01,Merantix Capital,1.0,['Merantix Capital'],000000
000283,Kayzen,Seed,4000000.0,2020-01-20,InReach Ventures,2.0,"['InReach Ventures', 'Lifeline Ventures']",000689
000284,Kayzen,Seed,,2020-01-01,,2.0,"['Dilpesh Parmar', 'Ragnar Kruse']",000689
000285,keleya,Seed,,2020-04-30,,1.0,['Calm/Storm Ventures'],000693
000286,keleya,Seed,,2020-01-01,,,[''],000693
000287,Kenjo,Angel,1700000.0,2020-01-01,The Delta,1.0,['The Delta'],000696
000288,Kenjo,Seed,5500000.0,2020-10-21,redalpine,2.0,"['redalpine', 'The Delta']",000696
000289,KILT Protocol,Pre-Seed,,2020-08-23,,1.0,['TGE Capital'],000698
000290,Kitchn.io,Pre-Seed,,2020-01-27,Techstars,1.0,['Techstars'],000701
000291,Kitchn.io,Pre-Seed,,2020-08-17,Venista Ventures,1.0,['Venista Ventures'],000701
000292,KIWI,Series B,10000000.0,2020-04-20,Deutsche Wohnen,1.0,['Deutsche Wohnen'],000000
000293,klaeny,Pre-Seed,,2020-03-15,,1.0,['Matthias Wilrich'],000000
000294,Klim,Pre-Seed,,2020-09-01,FoodLabs,1.0,['FoodLabs'],000000
000295,Klima,Seed,5000000.0,2020-08-12,Headline,7.0,"['468 Capital', 'Blue Impact Ventures', 'Christian Reber', 'Headline', 'HV Capital', 'Jens Begemann', 'Niklas Jansen']",000703
000296,Kombuchery,Pre-Seed,,2020-12-31,,5.0,"['Christian Willem', 'Felix Wolf', 'Jakob Fricke', 'Moritz Birke', 'Robert Kronekker']",000705
000297,KoRo,Series A,6000000.0,2020-11-13,Social Chain,1.0,['Social Chain'],000000
000298,KoRo,Seed,1500000.0,2020-01-08,,1.0,['Social Chain'],000000
000299,KOZHYA,Seed,3000000.0,2020-04-17,Narodowe Centrum Badan i Rozwoju,1.0,['Narodowe Centrum Badan i Rozwoju'],000710
000300,KUGU,Seed,,2020-02-05,"IBB Ventures, Wecken & Cie.",4.0,"['Agile Accelerator', 'High Rise Ventures', 'IBB Ventures', 'Wecken & Cie.']",000714
000301,Kwara,Grant,80000.0,2020-01-01,Catalyst Fund,1.0,['Catalyst Fund'],000715
000302,Layer,Seed,4700000.0,2020-07-15,Index Ventures,7.0,"['Ajay Vashee', 'b2venture', 'Carlos Gonzalez-Cadenas', 'Felix Jahn', 'Index Ventures', 'Matt Robinson', 'Maximilian Tayenthal']",000721
000303,license.rocks,Pre-Seed,150000.0,2020-12-08,Blockrocket,1.0,['Blockrocket'],000730
000304,Linearity,Seed,5800000.0,2020-10-01,,,[''],000733
000305,Lition Energie,Seed,550000.0,2020-03-01,,,[''],000737
000306,LiveEO,Grant,800000.0,2020-04-01,,,[''],000738
000307,LiveEO,Seed,,2020-09-04,DvH Ventures,2.0,"['Andrew Kuper', 'DvH Ventures']",000738
000308,made of air,Venture - Series Unknown,,2020-11-01,Elemental Impact,1.0,['Elemental Impact'],000747
000309,Magaloop,Seed,,2020-08-01,Market One Capital,5.0,"['FJ Labs', 'FoodLabs', 'Market One Capital', 'Piton Capital', 'redalpine']",000748
000310,MagForce NT GmbH,Post-IPO Equity,4660000.0,2020-12-15,"Apeiron Investment Group, Ben J. Lipps",2.0,"['Apeiron Investment Group', 'Ben J. Lipps']",000000
000311,Magnosco,Venture - Series Unknown,,2020-03-11,Corecam Family Office,2.0,"['Corecam Family Office', 'SPRIM Ventures']",000000
000312,Matterway,Seed,,2020-12-20,,1.0,['Public'],000757
000313,McMakler,Series D,42000000.0,2020-11-17,Warburg Pincus,6.0,"['Balderton Capital', 'Cascade Ventures', 'Cavalry Ventures', 'Israel Growth Partners', 'Target Global', 'Warburg Pincus']",000758
000314,MedEngine,Pre-Seed,,2020-01-27,Techstars,1.0,['Techstars'],000000
000315,Media4Care,Seed,,2020-06-05,Ananda Impact Ventures,4.0,"['Ananda Impact Ventures', 'Dirk Freise', 'IBB Ventures', 'Steffen Zoller']",000000
000316,Mediaire,Seed,2000000.0,2020-12-15,HTGF | High-Tech Gruenderfonds,3.0,"['Gateway Ventures', 'HTGF | High-Tech Gruenderfonds', 'LIFTT']",000762
000317,Medigo,Series A,,2020-08-01,,,[''],000000
000318,Meditopia,Series A,15000000.0,2020-07-16,,3.0,"['Atlantic Labs', 'Mustafa Vardalı', 'Teknasyon']",000765
000319,Medloop,Series A,6000000.0,2020-01-29,"AXA Group, Kamet",2.0,"['AXA Group', 'Kamet']",000766
000320,Medwing,Series B,28000000.0,2020-05-26,Cathay Innovation,6.0,"['Adevinta Ventures', 'Atlantic Labs', 'Cathay Innovation', 'Cherry Ventures', 'H14', 'Northzone']",000767
000321,Meisterwerk,Pre-Seed,650000.0,2020-01-28,,3.0,"['Innovation Nest', 'Signals Venture Capital', 'Speedinvest']",000768
000322,Mello,Pre-Seed,,2020-01-27,Techstars,1.0,['Techstars'],000769
000323,Merantix Capital,Series A,25000000.0,2020-01-27,"The Robert Wood Johnson Foundation, The W.K. Kellogg Foundation",2.0,"['The Robert Wood Johnson Foundation', 'The W.K. Kellogg Foundation']",000775
000324,Mercavus,Seed,2000000.0,2020-01-01,,3.0,"['Atlantic Labs', 'HV Capital', 'La Famiglia']",000777
000325,Mia & Ben,Series A,2500000.0,2020-06-18,Blue Horizon Corporation,1.0,['Blue Horizon Corporation'],000000
000326,Micropsi Industries,Series A,,2020-06-18,M Ventures,5.0,"['Amplifier', 'coparion', 'M Ventures', 'Project A Ventures', 'Vito Ventures']",000000
000327,Mila,Seed,,2020-10-10,Alpana Ventures,1.0,['Alpana Ventures'],000000
000328,Minespider,Venture - Series Unknown,2800000.0,2020-04-16,H2020-SME-Instrument program,1.0,['H2020-SME-Instrument program'],000785
000329,"Mintbase, Inc.",Seed,1000000.0,2020-11-18,Ryze Labs,4.0,"['Arweave', 'D1 Ventures', 'NiMA Asghari', 'Ryze Labs']",000786
000330,Mister Spex,Private Equity,,2020-03-01,,1.0,['COI Partners'],000000
000331,Mister Spex,Venture - Series Unknown,15000000.0,2020-02-21,,,[''],000000
000332,MoneyCoach,Seed,,2020-10-06,Plug and Play Insurtech,1.0,['Plug and Play Insurtech'],000792
000333,MonitorFish,Seed,,2020-06-29,,1.0,['FTTF'],000793
000334,Moss,Seed,6000000.0,2020-01-27,Cherry Ventures,1.0,['Cherry Ventures'],000795
000335,MVP Match,Seed,,2020-12-19,,,[''],000000
000336,myEGO,Seed,,2020-03-19,finleap,1.0,['finleap'],000801
000337,myEGO,Seed,,2020-07-01,,1.0,['CK Venture Capital'],000801
000338,MYMY catering,Seed,,2020-12-01,,,[''],000803
000339,Myo,Seed,3000000.0,2020-10-25,BonVenture,5.0,"['Axel Springer Plug and Play Accelerator', 'BonVenture', 'Mountain Partners', 'Round Hill Ventures', 'Think.Health']",000804
000340,Myos,Seed,1765000.0,2020-10-24,Mountain Partners,7.0,"['Avala Capital', 'Berlin Technologie Holding', 'Dr. Cornelius Boersch', 'Gerald Schoenbucher', 'Mountain Partners', 'Polar Light Ventures', 'Tim Marbach']",000805
000341,MySecondEar,Seed,,2020-09-10,,1.0,['Lepi Ventures'],000000
000342,MySecondEar,Pre-Seed,,2020-11-01,APX,1.0,['APX'],000000
000343,MySecondEar,Venture - Series Unknown,,2020-05-01,,,[''],000000
000344,N26,Series D,100000000.0,2020-05-05,,10.0,"['Allianz X', 'Battery Ventures', 'Earlybird Venture Capital', 'GIC', 'Greyhound Capital', 'Horizons Ventures', 'Insight Partners', 'redalpine', 'Tencent', 'Valar Ventures']",000000
000345,n8n,Seed,1500000.0,2020-03-12,"Firstminute Capital, Sequoia Capital",10.0,"['Bossa Invest', 'Daniel Liem', 'Firstminute Capital', 'Ilkka Paananen', 'Kevin Hartz', 'Nan Li', 'Runa Capital', 'Sequoia Capital', 'System.One', 'Tiny VC']",000806
000346,Nano-Join,Venture - Series Unknown,,2020-10-28,,2.0,"['b.value AG', 'IBB Ventures']",000807
000347,nilo.health,Pre-Seed,900000.0,2020-11-30,Atlantic Labs,5.0,"['Alan Poensgen', 'Andreas Schneider', 'Atlantic Labs', 'Friedrich A. Neuman', 'Julian Blessin']",000815
000348,Nonfig,Pre-Seed,,2020-03-10,,,[''],000000
000349,Nostos Genomics,Pre-Seed,,2020-03-01,,7.0,"['Acequia Capital (AceCap)', 'Amino Collective', 'Charlie Songhurst', 'Creative Destruction Lab (CDL)', 'Elgar Fleisch', 'Entrepreneur First', 'Peter Udo Diehl']",000818
000350,Nostos Genomics,Convertible Note,,2020-03-05,,,[''],000818
000351,Nuri,Series B,15000000.0,2020-11-30,Earlybird Venture Capital,3.0,"['coparion', 'Earlybird Venture Capital', 'Global Brain Corporation']",000822
000352,Nuventura,Seed,,2020-12-12,Cycle Group,1.0,['Cycle Group'],000823
000353,Oceanfruit,Pre-Seed,,2020-11-01,BFF Berlin Founders Fund,1.0,['BFF Berlin Founders Fund'],000827
000354,offmade,Pre-Seed,1100000.0,2020-01-10,,,[''],000000
000355,Omio,Convertible Note,100000000.0,2020-08-19,,6.0,"['G Squared', 'Goldman Sachs Asset Management', 'Kinnevik', 'Kleiner Perkins', 'New Enterprise Associates', 'Temasek Holdings']",000000
000356,omni:us,Series A,13000000.0,2020-02-27,"CommerzVentures, Viola FinTech",3.0,"['CommerzVentures', 'UNIQA Ventures', 'Viola FinTech']",000832
000357,ONO,Grant,1900000.0,2020-06-09,European Innovation Council,1.0,['European Innovation Council'],000835
000358,ONO,Venture - Series Unknown,,2020-03-20,"EIT InnoEnergy, European Innovation Council",2.0,"['EIT InnoEnergy', 'European Innovation Council']",000835
000359,ooblee,Seed,4000000.0,2020-08-01,,1.0,['Neil Emilfarb'],000000
000360,Optidash,Pre-Seed,,2020-12-01,Rheingau Founders,1.0,['Rheingau Founders'],000839
000361,optilyz,Series A,,2020-11-01,,3.0,"['ApolloCapital', 'FJ Labs', 'Swiss Post Ventures']",000840
000362,OptioPay,Series B,5250000.0,2020-09-18,,4.0,"['FiveT Fintech (formerly Avaloq Ventures)', 'LeadX Capital Partners', 'Neosfer', 'NN Group']",000000
000363,Osterus,Pre-Seed,50000.0,2020-08-01,,1.0,['APX'],000843
000364,Ostrom,Pre-Seed,,2020-12-20,468 Capital,2.0,"['468 Capital', 'Philipp Kloeckner']",000000
000365,OWWN,Seed,,2020-11-20,finleap,1.0,['finleap'],000000
000366,PAIR Finance,Series B,2000000.0,2020-06-01,,,[''],000846
000367,Passion.io,Series A,2750000.0,2020-12-20,Ventech,2.0,"['10x Group', 'Ventech']",000850
000368,Patient 21,Seed,7000000.0,2020-01-01,,3.0,"['Kingsway Capital', 'Piton Capital', 'Target Global']",000851
000369,Patient 21,Series A,8000000.0,2020-10-01,,3.0,"['PICO Venture Partners', 'Piton Capital', 'Target Global']",000851
000370,Penta,Series B,18500000.0,2020-03-17,"HV Capital, RTP Global",7.0,"['ABN AMRO Ventures', 'Fabrick', 'finleap', 'HV Capital', 'Redstone.VC', 'RTP Global', 'VR Ventures']",000856
000371,Penta,Series B,4000000.0,2020-07-07,Decart Ventures,2.0,"['Decart Ventures', 'Presight Capital']",000856
000372,Phantasma Labs,Seed,,2020-09-03,APEX Ventures,6.0,"['APEX Ventures', 'Entrepreneur First', 'IT-Farm', 'kopa ventures', 'Signals Venture Capital', 'VC Fonds Technologie Berlin']",000865
000373,PiNCAMP,Series A,8000000.0,2020-01-01,,,[''],000867
000374,Planetly,Seed,5200000.0,2020-04-07,Speedinvest,5.0,"['Blue Impact Ventures', 'Cavalry Ventures', 'Florian Leibert', 'Kinled Holding', 'Speedinvest']",000872
000375,Plantclub,Grant,,2020-04-01,,1.0,['BFF Berlin Founders Fund'],000873
000376,Plantix,Venture - Series Unknown,5000000.0,2020-07-31,,4.0,"['Atlantic Labs', 'Happiness Capital', 'Helm AG', 'RTP Global']",000874
000377,Pliant,Pre-Seed,,2020-12-01,,2.0,"['First Momentum Ventures', 'Luca Ascani']",000000
000378,PlusDental,Private Equity,,2020-11-27,Cadence Growth Capital,1.0,['Cadence Growth Capital'],000000
000379,PlusDental,Series C,32000000.0,2020-05-28,Ping An Global Voyager,3.0,"['HV Capital', 'Lakestar', 'Ping An Global Voyager']",000000
000380,PowerUs,Seed,125000.0,2020-08-25,Y Combinator,2.0,"['BLN Capital', 'Y Combinator']",000881
000381,Propel,Pre-Seed,50000.0,2020-07-02,APX,2.0,"['APX', 'Chinook Capital Limited']",000000
000382,Prosoma,Seed,650000.0,2020-08-31,Pomerangels ASI S.A.,1.0,['Pomerangels ASI S.A.'],000888
000383,Puls Project,Pre-Seed,1825000.0,2020-01-01,,,[''],000889
000384,Purish,Seed,,2020-05-25,,,[''],000890
000385,Qreuz,Pre-Seed,100000.0,2020-01-01,,,[''],000892
000386,Razor Group,Seed,3500000.0,2020-08-18,,5.0,"['Dimiter Tschawow', 'Global Founders Capital', 'MPGI', 'Presight Capital', 'redalpine']",000000
000387,Razor Group,Seed,500000.0,2020-10-19,,5.0,"['468 Capital', 'FJ Labs', 'Global Founders Capital', 'Presight Capital', 'redalpine']",000000
000388,Razor Group,Series A,10000000.0,2020-11-12,redalpine,4.0,"['468 Capital', 'Global Founders Capital', 'Presight Capital', 'redalpine']",000000
000389,Rebolet,Pre-Seed,80000.0,2020-11-01,,1.0,['Brinc'],000906
000390,Rebolet,Pre-Seed,387500.0,2020-06-01,,1.0,['Alchemist Accelerator'],000906
000391,Regis24,Seed,1500000.0,2020-05-15,,,[''],000000
000392,Remagine,Pre-Seed,,2020-05-31,,1.0,['First Momentum Ventures'],000910
000393,Remind.me,Series A,2000000.0,2020-08-05,,3.0,"['Futury Capital', 'HTGF | High-Tech Gruenderfonds', 'Seed X Liechtenstein']",000911
000394,rent24,Venture - Series Unknown,5800000.0,2020-01-01,,,[''],000915
000395,REO,Pre-Seed,,2020-04-01,,1.0,['Loric Ventures'],000000
000396,Resilient Resident,Seed,50000.0,2020-10-01,,1.0,['European Union'],000000
000397,RIDE Capital,Pre-Seed,1000000.0,2020-06-01,,2.0,"['Angel Invest', 'Social Starts']",000919
000398,Runtime,Series A,,2020-02-04,,1.0,['BITKRAFT Ventures'],000925
000399,Sanity Group,Series A,22000000.0,2020-02-11,"Calyx Bio-Ventures, HV Capital",6.0,"['Calyx Bio-Ventures', 'Cherry Ventures', 'FoodLabs', 'HV Capital', 'Karan Wadhera', 'TQ Ventures']",000930
000400,Sanity Group,Venture - Series Unknown,4000000.0,2020-10-20,,8.0,"['Alyssa Milano', 'Bitburger Ventures', 'Dennis Aogo', 'Jonas Hummels', 'Klaas Heufer-Umlauf', 'Mario Götze', 'Stefanie Giesinger', 'Will·I. Am']",000930
000401,Sanos Group,Pre-Seed,250000.0,2020-01-07,,,[''],000000
000402,Scavengar,Pre-Seed,,2020-03-01,,1.0,['APX'],000931
000403,SciFlow,Seed,,2020-10-08,,1.0,['Sven Fund'],000932
000404,Seashell,Pre-Seed,,2020-01-01,APX,1.0,['APX'],000933
000405,Selfapy,Venture - Series Unknown,6000000.0,2020-02-04,SHS Capital,6.0,"['HTGF | High-Tech Gruenderfonds', 'Mavericks Founders', 'SHS Capital', 'Stefan Rothlehner', 'Think.Health', 'VC Fonds Kreativwirtschaft']",000000
000406,SellerX,Seed,118000000.0,2020-11-19,"Cherry Ventures, Felix Capital, TriplePoint Capital",7.0,"['Cherry Ventures', 'Christopher North', 'David Schneider', 'Felix Capital', 'Jens Wasel', 'Max Kronberg', 'TriplePoint Capital']",000000
